research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
CES201606,402,15,fork,figurenmaker in deeg voor koekjes,figurenmaker deeg koekjes,figure maker dough cookies,use fork as figure maker dough cookies,use fork as figure maker dough cookies,3,5
CES201606,2056,50,fork,figuurtjes maken als je er inkt erover spuit,figuurtjes inkt erover spuit,figures and spray ink over them,use fork as figures and spray ink over them,use fork as figures and spray ink over them,4,5
CES201606,921,23,fork,fotohouder,fotohouder,photo holder,use fork as photo holder,use fork as photo holder,3,3
CES201606,826,20,fork,gaarheid van vlees testen,gaarheid vlees testen,test meat for doneness,use fork as test meat for doneness,use fork for test meat for doneness,3,5
CES201606,302,14,fork,gaatjes maken,gaatjes,holes,use fork as holes,use fork as holes,1,5
CES201606,469,16,fork,gaatjesprikker,gaatjes prikken,poke holes,use fork as poke holes,use fork as poke holes,1,5
CES201606,1512,38,fork,gaatjes mee prikken,gaatjes prikken,poke holes,use fork as poke holes,use fork as poke holes,1,5
CES201606,1622,41,fork,Gaatjes prikken in van alles,gaatjes prikken,poke holes,use fork as poke holes,use fork as poke holes,1,5
CES201606,1627,42,fork,Gaatjes prikken ,gaatjes prikken,poke holes,use fork as poke holes,use fork as poke holes,1,5
CES201606,1722,44,fork,Gaatjes prikken,gaatjes prikken,poke holes,use fork as poke holes,use fork as poke holes,1,5
CES201606,627,18,fork,gaatjes maken in je quiche deeg ,gaatjes quiche deeg,holes in quiche dough,use fork as holes in quiche dough,use fork as holes in quiche dough,1,5
CES201606,1926,47,fork,gaten te maken,gaten,holes,use fork as holes,use fork as holes,1,5
CES201606,1761,45,fork,gekke haar klip voor mensen met afro,gekke haar klip mensen afro,crazy hair clip people afro,use fork as crazy hair clip people afro,use fork as crazy hair clip people afro,4,5
CES201606,303,14,fork,geluid maken,geluid,sound,use fork as sound,use fork as sound,2,4
CES201606,1833,46,fork,gereedschap,gereedschap,tools,use fork as tools,use fork as tools,2,4
CES201606,528,17,fork,gooien,gooien,throw,use fork as throw,use fork as throw,2,5
CES201606,1509,38,fork,gras mee harken,gras harken,rake grass,use fork as rake grass,use fork as rake grass,3,4
CES201606,1544,39,fork,graven,graven,dig,use fork as dig,use fork as dig,3,4
CES201606,1922,47,fork,graven,graven,dig,use fork as dig,use fork as dig,3,4
CES201606,530,17,fork,in de grond prikken,grond prikken,dig ground,use fork as dig ground,use fork as dig ground,2,5
CES201606,306,14,fork,je haar mee kammen,haar kammen,brush hair,use fork as brush hair,use fork as brush hair,2,4
CES201606,1135,26,fork,haar kammen,haar kammen,brush hair,use fork as brush hair,use fork as brush hair,2,4
CES201606,1628,42,fork,Haar kammen,haar kammen,brush hair,use fork as brush hair,use fork as brush hair,2,4
CES201606,304,14,fork,om in je haar te doen om je knotje mee vast te houden,haar knotje vast houden,holding hair bun,use fork as holding hair bun,use fork as holding hair bun,3,4
CES201606,1137,26,fork,als haarsieraad in een knot steken,haar sieraad knot steken,hair jewelry bun,use fork as hair jewelry bun,use fork as hair jewelry bun,3,4
CES201606,1445,37,fork,haarkruller,haarkruller,hair curler,use fork as hair curler,use fork as hair curler,3,3
CES201606,702,19,fork,om haartjes van kleding af te halen,haartjes kleding af halen,remove hair from clothing,use fork as remove hair from clothing,use fork as remove hair from clothing,4,3
CES201606,701,19,fork,om je haren mee te kammen,haren kammen,combing hair,use fork as combing hair,use fork as combing hair,2,4
CES201606,941,22,fork,haren kammen,haren kammen,combing hair,use fork as combing hair,use fork as combing hair,2,4
CES201606,1037,24,fork,haren kammen,haren kammen,combing hair,use fork as combing hair,use fork as combing hair,2,4
CES201606,1618,41,fork,haren kammen,haren kammen,combing hair,use fork as combing hair,use fork as combing hair,2,4
CES201606,1669,43,fork,haring voor bij de tent,haring tent,herring tent,use fork as herring tent,use fork as herring tent,4,4
CES201606,243,13,fork,als hark om de tuin mee te harken,hark tuin harken,rake garden rakes,use fork as rake garden rakes,use fork as rake garden rakes,2,4
CES201606,945,22,fork,harken,harken,rake,use fork as rake,use fork as rake,2,4
CES201606,1075,25,fork,hefboom/katapult,hefboom katapult,lever catapult,use fork as lever catapult,use fork as lever catapult,3,4
CES201606,400,15,fork,houder voor je punnikwerkje,houder punnik werkje,holder punch work,use fork as holder punch work,use fork as holder punch work,4,4
CES201606,943,22,fork,je huid krabben wanneer je jeuk hebt,huid krabben wanneer jeuk hebt,scratch skin when itchy,use fork as scratch skin when itchy,use fork as scratch skin when itchy,2,4
CES201606,628,18,fork,gebruikenm als hulp middel bij kleien,hulp middel kleien,clay tool,use fork as clay tool,use fork as clay tool,3,4
CES201606,706,19,fork,als hulpmiddel bij acteren,hulpmiddel acteren,tool acting,use fork as tool acting,use fork as tool acting,3,4
CES201606,1312,30,fork,ijzeren staafjes,ijzeren staafjes,iron bars,use fork as iron bars,use fork as iron bars,1,3
CES201606,240,13,fork,een kam,kam,comb,use fork as comb,use fork as comb,2,4
CES201606,1266,29,fork,kam,kam,comb,use fork as comb,use fork as comb,2,4
CES201606,1670,43,fork,kam,kam,comb,use fork as comb,use fork as comb,2,4
CES201606,1840,46,fork,kam,kam,comb,use fork as comb,use fork as comb,2,4
CES201606,2055,50,fork,als kam gebruiken,kam,comb,use fork as comb,use fork as comb,2,4
CES201606,1920,47,fork,kam ariel ,kam Ariël,comb Ariel,use fork as comb Ariel,use fork as comb Ariel,2,4
CES201606,1510,38,fork,een kandelaar van vouwen,kandelaar vouwen,folding candlestick,use fork as folding candlestick,use fork as folding candlestick,5,4
CES201606,179,12,fork,een kapstok voor barbiekleren,kapstok barbie kleren,coat rack barbie clothes,use fork as coat rack barbie clothes,use fork as coat rack barbie clothes,4,4
CES201606,1136,26,fork,als kapstok aan de muur bevestigen,kapstok muur bevestigen,attach coat rack to wall,use fork as attach coat rack to wall,use fork as attach coat rack to wall,4,4
CES201606,622,18,fork,om een katepult mee te maken ,katapult,catapult,use fork as catapult,use fork as catapult,3,4
CES201606,399,15,fork,katapult voor het schieten van eten,katapult schieten eten,slingshot shooting food,use fork as slingshot shooting food,use fork as slingshot shooting food,3,4
CES201606,1586,40,fork,kauwgum van de stoep halen,kauwgum stoep halen,pick up chewing gum on sidewalk,use fork as pick up chewing gum on sidewalk,use fork as pick up chewing gum on sidewalk,3,4
CES201606,1723,44,fork,Iets kerven,kerven,carve,use fork as carve,use fork as carve,2,5
CES201606,305,14,fork,iets kerven in hout/steen o.i.d.,kerven hout steen,carve wood stone,use fork as carve wood stone,use fork as carve wood stone,2,5
CES201606,625,18,fork,als ketting maken voor je outpit \,ketting outfit,necklace outfit,use fork as necklace outfit,use fork as necklace outfit,3,4
CES201606,1313,30,fork,klemtang,klem tang,clamp pliers,use fork as clamp pliers,use fork as clamp pliers,3,3
CES201606,925,23,fork,klokwijzer,klokwijzer,clock hand,use fork as clock hand,use fork as clock hand,4,4
CES201606,1619,41,fork,knoop uit elkaar halen ,knoop elkaar halen,tie knot together,use fork as tie knot together,use fork to tie knot together,3,4
CES201606,1632,42,fork,een knoop eruit halen,knoop eruit halen,remove button,use fork as remove button,use fork as remove button,3,4
CES201606,2074,51,fork,krabben,krabben,scratch,use fork as scratch,use fork as scratch,2,5
CES201606,310,14,fork,krabben op je rug,krabben rug,scratch back,use fork as scratch back,use fork as scratch back,2,5
CES201606,175,12,fork,een krabber,krabber,scraper,use fork as scraper,use fork as scraper,2,5
CES201606,1225,28,fork,om krassen mee te maken,krassen,scratches,use fork as scratches,use fork as scratches,2,5
CES201606,1633,42,fork,krassen in een raam maken,krassen raam,scratched window,use fork as scratched window,use fork as scratched window,2,5
CES201606,1630,42,fork,kriebelen ,kriebelen,tickle,use fork as tickle,use fork as tickle,2,4
CES201606,1975,48,fork,kunstobject,kunstobject,art object,use fork as art object,use fork as art object,3,3
CES201606,623,18,fork,om een kunstwerk van te maken ,kunstwerk,artwork,use fork as artwork,use fork as artwork,3,3
CES201606,1452,37,fork,kunstwerk,kunstwerk,artwork,use fork as artwork,use fork as artwork,3,3
CES201606,1424,36,fork,lampje,lampje,lamp,use fork as lamp,use fork as lamp,5,2
CES201606,1423,36,fork,lantaarnpaal,lantaarnpaal,lamppost,use fork as lamppost,use fork as lamppost,5,2
CES201606,174,12,fork,een lepel,lepel,spoon,use fork as spoon,use fork as spoon,2,3
CES201606,1316,30,fork,2 lepels,lepels,spoons,use fork as spoons,use fork as spoons,2,3
CES201606,538,17,fork,in een lijn leggen,lijn leggen,lay line,use fork as lay line,use fork as lay line,3,4
CES201606,1040,24,fork,liniaal,liniaal,ruler,use fork as ruler,use fork as ruler,3,4
CES201606,1185,27,fork,om iets los te peuteren,los peuteren,pick loose,use fork as pick loose,use fork as pick loose,2,4
CES201606,533,17,fork,Lois prikken,los prikken,pry loose,use fork as pry loose,use fork as pry loose,2,4
CES201606,1315,30,fork,magneet,magneet,magnet,use fork as magnet,use fork as magnet,4,4
CES201606,173,12,fork,een mes,mes,knife,use fork as knife,use fork as knife,2,4
CES201606,1764,45,fork,als mes,mes,knife,use fork as knife,use fork as knife,2,4
CES201606,1978,48,fork,mes in vork bij tafel dekken,mes vork tafel dekken,knife fork set table,use fork as knife fork set table,use fork as knife fork set table,2,5
CES201606,822,20,fork,middelste twee staven eruit halen en als bonbon vork inzetten,middelste staven eruit halen bonbon vork inzetten,Remove middle bars and insert bonbon fork,use fork as Remove middle bars and insert bonbon fork,use fork as Remove middle bars and insert bonbon fork,3,5
CES201606,473,16,fork,mixer,mixer,mixer,use fork as mixer,use fork as mixer,3,4
CES201606,703,19,fork,om iets uit de modder te halen,modder halen,get mud,use fork as get mud,use fork as get mud,3,4
CES201606,1836,46,fork,moordwapen,moordwapen,murder weapon,use fork as murder weapon,use fork as murder weapon,2,4
CES201606,823,20,fork,muziek maken,muziek,music,use fork as music,use fork as music,3,4
CES201606,923,23,fork,muziekinstrument (op tafel tikken oid),muziekinstrument,musical instrument,use fork as musical instrument,use fork as musical instrument,3,4
CES201606,1451,37,fork,nagelschoonmaker,nagel schoon,nail clean,use fork as nail clean,use fork as nail clean,3,4
CES201606,1664.2,43,fork, net zoals Aziaten hebben,net zoals Aziaten,just like Asians,use fork as just like Asians,use fork as just like Asians,0,0
CES201606,1757,45,fork,neuspeuteren,neuspeuteren,nose picking,use fork as nose picking,use fork as nose picking,3,3
CES201606,626,18,fork,ogen uitsteken ,ogen uitsteken,eyes gouge,use fork as eyes gouge,use fork as eyes gouge,2,4
CES201606,534,17,fork,ombuigen,ombuigen,bend,use fork as bend,use fork as bend,2,4
CES201606,821.1,20,fork,ombuigen,ombuigen,bend,use fork as bend,use fork as bend,2,4
CES201606,942,22,fork,ombuigen tot armband,ombuigen armband,bend bracelet,use fork as bend bracelet,use fork as bend bracelet,2,4
CES201606,1224,28,fork,iets onder de bank vandaan halen,onder bank vandaan halen,get out from under couch,use fork as get out from under couch,use fork as get out from under couch,2,4
CES201606,1422,36,fork,fondefdeel van fiets,onderdeel fiets,bicycle part,use fork as bicycle part,use fork as bicycle part,4,3
CES201606,1923,47,fork,als onderdeel van kunstwerk,onderdeel kunstwerk,part artwork,use fork as part artwork,use fork as part artwork,3,3
CES201606,396,15,fork,onkruidwieder,onkruid wieden,weeding,use fork as weeding,use fork as weeding,3,4
CES201606,1832,46,fork,onkruid wieder,onkruid wieder,weeder,use fork as weeder,use fork as weeder,3,4
CES201606,920,23,fork,oorbel,oorbel,earring,use fork as earring,use fork as earring,3,3
CES201606,1390,35,fork,iets openen,openen,open,use fork as open,use fork as open,2,4
CES201606,825,20,fork,je kan er iets mee oppakken,oppakken,picking up,use fork as picking up,use fork as picking up,2,4
CES201606,1386,35,fork,oprapen,oprapen,pick up,use fork as pick up,use fork as pick up,2,4
CES201606,1388,35,fork,iets opvanngen,opvangen,catch,use fork as catch,use fork as catch,2,3
CES201606,1077,25,fork,als pen,pen,pen,use fork as pen,use fork as pen,3,2
CES201606,182,12,fork,een perforator,perforator,hole puncher,use fork as hole puncher,use fork as hole puncher,3,4
CES201606,1547,39,fork,iemand pijn doen,pijn,pain,use fork as pain,use fork as pain,2,5
CES201606,1762,45,fork,pincet,pincet,tweezers,use fork as tweezers,use fork as tweezers,3,2
CES201606,820,20,fork,iemand ermee prikken,prikken,jabs,use fork as jabs,use fork as jabs,1,5
CES201606,922.1,23,fork,iemand prikken,prikken,jabs,use fork as jabs,use fork as jabs,1,5
CES201606,819,20,fork,prikken van eten,prikken eten,eat pricks,use fork as eat pricks,use fork as eat pricks,2,5
CES201606,2071,51,fork,in iets prikken zodat ze recht overeind staan en dat is een instrumen: vormen waar je tegenaan tikt,prikken zodat recht overeind staan instrument vormen waar tegenaan tikt,prick so that standing upright forms instrument to tap against,use fork as prick so that standing upright forms instrument to tap against,use fork as prick so that standing upright forms instrument to tap against,3,4
CES201606,1268,29,fork,prikker,prikker,pricker,use fork as pricker,use fork as pricker,2,5
CES201606,398,15,fork,prikstok voor vuilnis,prikstok vuilnis,garbage stick,use fork as garbage stick,use fork as garbage stick,2,4
CES201606,401,15,fork,puntjesprikker in papier,puntjesprikker papier,dotted paper,use fork as dotted paper,use fork as dotted paper,2,4
CES201606,245,13,fork,je kan het raam open houden met een vork zodat het niet dichtwaait ,raam open houden vork zodat niet dicht waait,Keep window open fork so that wind does not blow closed,use fork as Keep window open fork so that wind does not blow closed,use fork as Keep window open fork so that wind does not blow closed,4,4
CES201606,1418,36,fork,Rekeningen schrijven,rekeningen schrijven,writing bills,use fork as writing bills,use fork as writing bills,4,3
CES201606,540,17,fork,roeren,roeren,stir,use fork as stir,use fork as stir,2,5
CES201606,699,19,fork,om te roeren,roeren,stir,use fork as stir,use fork as stir,2,5
CES201606,1269,29,fork,roerijzer,roerijzer,stirrer,use fork as stirrer,use fork as stirrer,2,5
CES201606,1138,26,fork,om je rug mee te krabben,rug krabben,back scratching,use fork as back scratching,use fork as back scratching,2,4
CES201606,1631,42,fork,op je rug kriebelen ,rug kriebelen,back tickle,use fork as back tickle,use fork as back tickle,2,4
CES201606,1448,37,fork,ruggenkrabber,ruggenkrabber,back scratcher,use fork as back scratcher,use fork as back scratcher,2,4
CES201606,397,15,fork,rugkrabber,rugkrabber,backscratcher,use fork as backscratcher,use fork as backscratcher,2,4
CES201606,1763,45,fork,rugkrabber,rugkrabber,backscratcher,use fork as backscratcher,use fork as backscratcher,2,4
CES201606,1834,46,fork,rugkrabber,rugkrabber,backscratcher,use fork as backscratcher,use fork as backscratcher,2,4
CES201606,1311,30,fork,samenbundelen van messen,samenbundelen messen,bundling blades together,use fork as bundling blades together,use fork as bundling blades together,4,4
CES201606,1309,30,fork,sateprikker,satéprikker,skewer,use fork as skewer,use fork as skewer,2,4
CES201606,471,16,fork,schep,schep,spade,use fork as spade,use fork as spade,3,3
CES201606,2054,50,fork,schepje voor in de zandbak,schepje zandbak,shovel sandbox,use fork as shovel sandbox,use fork as shovel sandbox,3,3
CES201606,1541,39,fork,schilderen,schilderen,paint,use fork as paint,use fork as paint,3,3
CES201606,2024,49,fork,schilderen,schilderen,paint,use fork as paint,use fork as paint,3,3
CES201606,176,12,fork,een schroevendraaier,schroevendraaier,screwdriver,use fork as screwdriver,use fork as screwdriver,2,4
CES201606,1183,27,fork,schroevendraaier (achterkant),schroevendraaier,screwdriver,use fork as screwdriver,use fork as screwdriver,2,4
CES201606,1621,41,fork,als schroevendraaier gebruiken ,schroevendraaier,screwdriver,use fork as screwdriver,use fork as screwdriver,2,4
CES201606,1924,47,fork,schroevendraaier,schroevendraaier,screwdriver,use fork as screwdriver,use fork as screwdriver,2,4
CES201606,1837,46,fork,seksspeeltje,seksspeeltje,sex toy,use fork as sex toy,use fork as sex toy,4,3
CES201606,1511,38,fork,sieraden hanger,sieraden hanger,jewelry pendant,use fork as jewelry pendant,use fork as jewelry pendant,3,3
CES201606,1226,28,fork,iemand mee te slaan,slaan,beat,use fork as beat,use fork as beat,2,4
CES201606,244,13,fork,als sleutel ,sleutel,key,use fork as key,use fork as key,4,2
CES201606,308,14,fork,snijden (ipv een mes),snijden,cut,use fork as cut,use fork as cut,2,3
CES201606,532,17,fork,snoep eten,snoep eten,eating candy,use fork as eating candy,use fork as eating candy,2,5
CES201606,531,17,fork,soep eten,soep eten,eat soup,use fork as eat soup,use fork as eat soup,2,3
CES201606,624,18,fork,om soep te eten ,soep eten,eat soup,use fork as eat soup,use fork as eat soup,2,3
CES201606,1839,46,fork,speelgoed,speelgoed,toys,use fork as toys,use fork as toys,3,3
CES201606,1449,37,fork,speerwerpen,speerwerpen,javelin throwing,use fork as javelin throwing,use fork as javelin throwing,3,4
CES201606,700,19,fork,om mee te spelen,spelen,play,use fork as play,use fork as play,2,3
CES201606,1543,39,fork,spelen,spelen,play,use fork as play,use fork as play,2,3
CES201606,944,22,fork,ermee spelen door op rand van de tafel te leggen en laten lanceren,spelen rand tafel leggen laten lanceren,play edge table lay let launch,use fork as play edge table lay let launch,use fork as play edge table lay let launch,3,3
CES201606,705,19,fork,als spiegel,spiegel,mirror,use fork as mirror,use fork as mirror,4,2
CES201606,1073,25,fork,spijker,spijker,nail,use fork as nail,use fork as nail,3,3
CES201606,1421,36,fork,splitsing,splitsing,split,use fork as split,use fork as split,3,3
CES201606,470,16,fork,standaard,standaard,standard,use fork as standard,use fork as standard,3,3
CES201606,178,12,fork,een steekwapen,steekwapen,stabbing weapon,use fork as stabbing weapon,use fork as stabbing weapon,2,5
CES201606,1617,41,fork,Steken,steken,stiches,use fork as stiches,use fork as stiches,2,5
CES201606,1756,45,fork,steken,steken,stiches,use fork as stiches,use fork as stiches,2,5
CES201606,1419,36,fork,stemmen,stemmen,vote,use fork as vote,use fork as vote,2,4
CES201606,1664.1,43,fork,stokje voor in je haar,stokje haar,stick hair,use fork as stick hair,use fork as stick hair,3,4
CES201606,1310,30,fork,stokjes,stokjes,sticks,use fork as sticks,use fork as sticks,2,3
CES201606,1038,24,fork,strikjes maken,strikjes,bow ties,use fork as bow ties,use fork as bow ties,3,2
CES201606,242,13,fork,je kan de tanden van een vork zo buigen dat het een standaard wordt voor naamkaartjes aan een tafel,tanden vork buigen standaard naamkaartjes tafel,tines fork bending standard name cards table,use fork as tines fork bending standard name cards table,use fork as tines fork bending standard name cards table,3,4
CES201606,181,12,fork,een tandenborstel,tandenborstel,toothbrush,use fork as toothbrush,use fork as toothbrush,4,2
CES201606,309,14,fork,als tandenstoker,tandenstoker,toothpick,use fork as toothpick,use fork as toothpick,3,3
CES201606,1444,37,fork,tandenstoker,tandenstoker,toothpick,use fork as toothpick,use fork as toothpick,3,3
CES201606,918,23,fork,tekenen met verf,tekenen verf,drawing paint,use fork as drawing paint,use fork as drawing paint,3,4
CES201606,917,23,fork,tekenen in zand,tekenen zand,drawing sand,use fork as drawing sand,use fork as drawing sand,3,4
CES201606,1387,35,fork,tekenen in het zand,tekenen zand,drawing sand,use fork as drawing sand,use fork as drawing sand,3,4
CES201606,2057,50,fork,tennisracket,tennisracket,tennis racket,use fork as tennis racket,use fork as tennis racket,5,2
CES201606,1585,40,fork,theelepeltje,theelepeltje,teaspoon,use fork as teaspoon,use fork as teaspoon,2,3
CES201606,1667,43,fork,triangel stokje,triangel stokje,triangle stick,use fork as triangle stick,use fork as triangle stick,3,4
CES201606,2072.1,51,fork,in de tuin,tuin,garden,use fork as garden,use fork as garden,2,3
CES201606,1584,40,fork,tuingereedschap,tuingereedschap,garden tools,use fork as garden tools,use fork as garden tools,2,3
CES201606,472,16,fork,tuiniergerei,tuinier gerei,gardening tools,use fork as gardening tools,use fork as gardening tools,2,3
CES201606,821.2,20,fork, Uri geller achtig,Uri Geller achtig,Uri Geller-esque,use fork as Uri Geller-esque,use fork as Uri Geller-esque,2,3
CES201606,529,17,fork,vangen,vangen,catch,use fork as catch,use fork as catch,2,4
CES201606,1447,37,fork,vastzetten in de grond als paal,vastzetten grond paal,securing ground post,use fork as securing ground post,use fork as securing ground post,3,4
CES201606,2073,51,fork,in de verf dopen en streepjes trekken in een moment van creativiteit,verf dopen streepjes trekken moment creativiteit,"dip paint, draw lines, moment of creativity","use fork as dip paint, draw lines, moment of creativity","use fork as dip paint, draw lines, moment of creativity",4,4
CES201606,924,23,fork,in plaats van een verlamde hand,verlamde hand,paralyzed hand,use fork as paralyzed hand,use fork as paralyzed hand,5,2
CES201606,1921,47,fork,verven,verven,paint,use fork as paint,use fork as paint,3,4
CES201606,1317,30,fork,vingers,vingers,fingers,use fork as fingers,use fork as fingers,3,3
CES201606,1835,46,fork,vis schraaper,vis schraper,fish scraper,use fork as fish scraper,use fork as fish scraper,3,4
CES201606,536,17,fork,vlees snijden,vlees snijden,cutting meat,use fork as cutting meat,use fork as cutting meat,2,3
CES201606,241,13,fork,je kan een vork ombuigen en aan de muur schroeven om er vervolgens een hangplant aan te hangen,vork ombuigen muur schroeven vervolgens hangplant hangen,bend fork over wall screws and then hang hanging plant,use fork as bend fork over wall screws and then hang hanging plant,use fork to bend fork over wall screws and then hang hanging plant,4,4
CES201606,311,14,fork,vuil onder je nagels vandaan halen,vuil onder nagels vandaan halen,remove dirt from under nails,use fork as remove dirt from under nails,use fork as remove dirt from under nails,3,5
CES201606,922.2,23,fork, waarschuwen,waarschuwen,warn,use fork as warn,use fork as warn,3,3
CES201606,246,13,fork,wapen,wapen,weapon,use fork as weapon,use fork as weapon,2,5
CES201606,307,14,fork,als wapen gebruiken,wapen,weapon,use fork as weapon,use fork as weapon,2,5
CES201606,468,16,fork,wapen,wapen,weapon,use fork as weapon,use fork as weapon,2,5
CES201606,1074,25,fork,wapen,wapen,weapon,use fork as weapon,use fork as weapon,2,5
CES201606,1265,29,fork,wapen,wapen,weapon,use fork as weapon,use fork as weapon,2,5
CES201606,1450,37,fork,wapen,wapen,weapon,use fork as weapon,use fork as weapon,2,5
CES201606,1587,40,fork,wapen,wapen,weapon,use fork as weapon,use fork as weapon,2,5
CES201606,535,17,fork,weer recht buigen,weer recht buigen,bend straight again,use fork as bend straight again,use fork as bend straight again,2,4
CES201606,1389,35,fork,iets ermee weggooien,weggooien,throw away,use fork as throw away,use fork as throw away,2,4
CES201606,708,19,fork,om iets aan te wijzen,wijzen,ways,use fork as ways,use fork as ways,2,4
