research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater01,utility_rater01
CES201610,9037,578,paperclip,bindertje voor andere dingen,binder dingen,bind things,use paperclip as bind things,use paperclip as bind things,1,4
CES201610,7639,506,paperclip,blaadje bijn ,blaadje bijeen,leaf together,use paperclip as leaf together,use paperclip as leaf together,1,5
CES201610,8969,575,paperclip,blaadjes bij elkaar,blaadjes elkaar,leaves together,use paperclip as leaves together,use paperclip as leaves together,1,5
CES201610,11930,749,paperclip,blaadjes aan elkaar doen,blaadjes elkaar,leaves together,use paperclip as leaves together,use paperclip as leaves together,1,5
CES201610,7643,506,paperclip,blaadjes bij elkaar houden,blaadjes elkaar houden,leaves hold together,use paperclip as leaves hold together,use paperclip as leaves hold together,1,5
CES201610,8430,511,paperclip,Blaadjes bij elkaar houden,blaadjes elkaar houden,leaves hold together,use paperclip as leaves hold together,use paperclip as leaves hold together,1,5
CES201610,8887,553,paperclip,blaadjes bij elkaar houden,blaadjes elkaar houden,leaves hold together,use paperclip as leaves hold together,use paperclip as leaves hold together,1,5
CES201610,10887,670,paperclip,blaadjes bij elkaar houden,blaadjes elkaar houden,leaves hold together,use paperclip as leaves hold together,use paperclip as leaves hold together,1,5
CES201610,11107,688,paperclip,blaadjes aan elkaar vast maken ,blaadjes elkaar vast,leaves stick together,use paperclip as leaves stick together,use paperclip as leaves stick together,1,5
CES201610,12269,754,paperclip,blaadjes samevoegen,blaadjes samenvoegen,join leaves together,use paperclip as join leaves together,use paperclip as join leaves together,1,5
CES201610,10039,616,paperclip,bladen,bladen,sheets,use paperclip as sheets,use paperclip as sheets,0,0
CES201610,8568,523,paperclip,bladwijzer,bladwijzer,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,10915,683,paperclip,bladwijzer,bladwijzer,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,11870,755,paperclip,bladwijzer,bladwijzer,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,8973,575,paperclip,bladzijde onthouden,bladzijde onthouden,remember page,use paperclip as remember page,use paperclip as remember page,2,5
CES201610,7463,485,paperclip,als bladzijdewijzer,bladzijdewijzer,pagemark,use paperclip as pagemark,use paperclip as pagemark,2,5
CES201610,9630,611,paperclip,blikjeshouden,blikjes houden,holding cans,use paperclip as holding cans,use paperclip as holding cans,3,3
CES201610,8305,554,paperclip,block,block,block,use paperclip as block,use paperclip as block,0,0
CES201610,12273,754,paperclip,bloemen recht laten groeien,bloemen recht laten groeien,grow flowers straight,use paperclip as grow flowers straight,use paperclip as grow flowers straight,5,5
CES201610,12059,746,paperclip,boat ,boat,boat,use paperclip as boat,use paperclip as boat,0,0
CES201610,10724,661,paperclip,boek,boek,book,use paperclip as book,use paperclip as book,0,0
CES201610,8558,520,paperclip,als boekenlegger gebruiken,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,8889,553,paperclip,als boekenlegger gebruiken,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,8953,556,paperclip,als boekenlegger gebruiken,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,8974,575,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,9417,596,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,9758,626,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,10468,643,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,10767,677,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,11844,752,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
CES201610,8993,562,paperclip,boekje,boekje,booklet,use paperclip as booklet,use paperclip as booklet,0,0
CES201610,11876,755,paperclip,om iets van te bouwen,bouwen,build,use paperclip as build,use paperclip as build,3,3
CES201610,9479,595,paperclip,breken,breken,break,use paperclip as break,use paperclip as break,2,3
CES201610,7373,473,paperclip,briefopener,briefopener,letter opener,use paperclip as letter opener,use paperclip as letter opener,3,4
CES201610,10916,683,paperclip,om broek mee dicht te houden,broek dicht houden,keep your pants closed,use paperclip as keep your pants closed,use paperclip as keep your pants closed,4,4
CES201610,7853,478,paperclip,om je broek iets draagbaarder te maken,broek draagbaarder,pants more wearable,use paperclip as pants more wearable,use paperclip as pants more wearable,4,4
CES201610,11753,743,paperclip,aan je broek hangen,broek hangen,pants hanging,use paperclip as pants hanging,use paperclip as pants hanging,4,4
CES201610,12150,770,paperclip,een broek sluiten ,broek sluiten,close pants,use paperclip as close pants,use paperclip as close pants,4,4
CES201610,8093,545,paperclip,broek vastmaken,broek vastmaken,fasten pants,use paperclip as fasten pants,use paperclip as fasten pants,4,4
CES201610,10308,628,paperclip,brood zakje dicht mee maken,brood zakje dicht,bread bag closed,use paperclip as bread bag closed,use paperclip as bread bag closed,3,5
CES201610,7604,497,paperclip,broodzakjes dichthoudt ding,broodzakjes dichthoudt ding,thing that keeps bread bags closed,use paperclip as thing that keeps bread bags closed,use paperclip as thing that keeps bread bags closed,3,5
CES201610,10314,628,paperclip,brug bouwen,brug bouwen,build bridge,use paperclip as build bridge,use paperclip as build bridge,4,2
CES201610,7718,512,paperclip,buigbaar,buigbaar,bendable,use paperclip as bendable,use paperclip as bendable,0,0
CES201610,7546,494,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,7742,503,paperclip,BUIGEN,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,7746,503,paperclip,BUIGEN,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,7711,512,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,8055,542,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,8580,563,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,9694,617,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,10448,619,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,11218,700,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,11228,701,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,11423,722,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,12507,775,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,12779,791,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,5
CES201610,10238,659,paperclip,buigen tot een figuurtje,buigen figuurtje,bend figure,use paperclip as bend figure,use paperclip as bend figure,3,5
CES201610,9898,635,paperclip,bureau,bureau,desk,use paperclip as desk,use paperclip as desk,0,0
CES201610,10925,673,paperclip,bureau,bureau,desk,use paperclip as desk,use paperclip as desk,0,0
CES201610,10290,622,paperclip,cadeau geven,cadeau geven,give present,use paperclip as give present,use paperclip as give present,3,4
CES201610,12423,769,paperclip,chipszak dichtmaken ,chips zak dichtmaken,close bag of chips,use paperclip as close bag of chips,use paperclip as close bag of chips,3,5
CES201610,8296,554,paperclip,Clip,clip,clip,use paperclip as clip,use paperclip as clip,1,5
CES201610,9269,587,paperclip,clip,clip,clip,use paperclip as clip,use paperclip as clip,1,5
CES201610,11832,727,paperclip,clip,clip,clip,use paperclip as clip,use paperclip as clip,1,5
CES201610,8297,554,paperclip,Clipboard,clipboard,clipboard,use paperclip as clipboard,use paperclip as clipboard,1,5
CES201610,7715,512,paperclip,klipje,clipje,clip,use paperclip as clip,use paperclip as clip,1,5
CES201610,9278,587,paperclip,clipje,clipje,clip,use paperclip as clip,use paperclip as clip,1,5
CES201610,11343,719,paperclip,klipje voor in haar,clipje haar,clip hair,use paperclip as clip hair,use paperclip as clip hair,3,4
CES201610,8395,508,paperclip,computer mee slopen,computer slopen,demolish computer,use paperclip as demolish computer,use paperclip as demolish computer,3,4
CES201610,8563,520,paperclip,om computerdraden bij elkaar te houden ze met een paperclip vastzetten,computerdraden elkaar houden paperclip vastzetten,computer wires hold together paper clip fasten,use paperclip as computer wires hold together paper clip fasten,use paperclip as computer wires hold together paper clip fasten,2,5
CES201610,11651,721,paperclip,computers,computers,computers,use paperclip as computers,use paperclip as computers,0,0
CES201610,11656,721,paperclip,computers,computers,computers,use paperclip as computers,use paperclip as computers,0,0
CES201610,8303,554,paperclip,Creativiteit,creativiteit,creativity,use paperclip as creativity,use paperclip as creativity,0,0
CES201610,7491,488,paperclip,decoratie,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
CES201610,10231,625,paperclip,decoratie,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
CES201610,12065,746,paperclip,decoration,decoration,decoration,use paperclip as decoration,use paperclip as decoration,3,3
CES201610,8310,554,paperclip,denken,denken,think,use paperclip as think,use paperclip as think,0,0
CES201610,7569,494,paperclip,designen,designen,designing,use paperclip as designing,use paperclip as designing,3,2
CES201610,10926,673,paperclip,desk,desk,desk,use paperclip as desk,use paperclip as desk,0,0
CES201610,10299,628,paperclip,deur open maken,deur open,door open,use paperclip as door open,use paperclip as door open,3,4
CES201610,11027,682,paperclip,deur mee open maken,deur open,door open,use paperclip as door open,use paperclip as door open,3,4
CES201610,8157,490,paperclip,deur openen,deur openen,open door,use paperclip as open door,use paperclip as open door,3,4
CES201610,8570,563,paperclip,deur openen,deur openen,open door,use paperclip as open door,use paperclip as open door,3,4
CES201610,10476,650,paperclip,om een deur mee te openen,deur openen,open door,use paperclip as open door,use paperclip as open door,3,2
CES201610,7791,521,paperclip,een deur openhouden,deur openhouden,keep door open,use paperclip as keep door open,use paperclip as keep door open,3,4
CES201610,10989,686,paperclip,deur openmaken,deur openmaken,open door,use paperclip as open door,use paperclip as open door,3,4
CES201610,12008,733,paperclip,deur openmaken,deur openmaken,open door,use paperclip as open door,use paperclip as open door,3,4
CES201610,12790,790,paperclip,deur openmaken,deur openmaken,open door,use paperclip as open door,use paperclip as open door,3,4
CES201610,8727,538,paperclip,deur die op slot zit open maken,deur slot zit open,door locked is open,use paperclip as door locked is open,use paperclip as door locked is open,3,4
CES201610,9301,586,paperclip,als deurstop,deurstopper,door stopper,use paperclip as door stopper,use paperclip as door stopper,4,2
CES201610,10968,676,paperclip,iets dicht maken idem,dicht idem,closed ditto,use paperclip as closed ditto,use paperclip as closed ditto,3,3
CES201610,10651,655,paperclip,als dichtmaker voor boterhamzakje,dichtmaker boterhamzakje,sandwich bag sealer,use paperclip as sandwich bag sealer,use paperclip as sandwich bag sealer,2,5
CES201610,8952,556,paperclip,dingen ermee bouwen,dingen bouwen,building things,use paperclip as building things,use paperclip as building things,3,3
CES201610,8263,499,paperclip,dingen dichtdoen door het om de opening heen te draaien,dingen dichtdoen opening heen draaien,"closing things, turning opening around","use paperclip as closing things, turning opening around","use paperclip as closing things, turning opening around",2,4
CES201610,9514,602,paperclip,Dingen aan elkaar maken ,dingen elkaar,things together,use paperclip as things together,use paperclip as things together,1,4
CES201610,7848,478,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,1,4
CES201610,8274,502,paperclip,dinegn bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,1,4
CES201610,12118,739,paperclip,andere dingen bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,1,4
CES201610,12362,763,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,1,4
CES201610,8954,556,paperclip,dingen aan elkaar vast maken,dingen elkaar vast,things stick together,use paperclip as things stick together,use paperclip as things stick together,1,4
CES201610,10657,658,paperclip,dingen aan elkaar vast maken,dingen elkaar vast,things stick together,use paperclip as things stick together,use paperclip as things stick together,1,4
CES201610,9415,596,paperclip,dingen aan elkaar vastmaken,dingen elkaar vastmaken,attaching things together,use paperclip as attaching things together,use paperclip as attaching things together,1,4
CES201610,11151,692,paperclip,andere dingen aan elkaar vastmaken,dingen elkaar vastmaken,attaching things together,use paperclip as attaching things together,use paperclip as attaching things together,1,4
CES201610,11317,713,paperclip,dingen onder je nagels weghalen,dingen onder nagels weghalen,removing things from under nails,use paperclip as removing things from under nails,use paperclip as removing things from under nails,3,5
CES201610,8971,575,paperclip,dingen ophangen,dingen ophangen,hanging things,use paperclip as hanging things,use paperclip as hanging things,2,4
CES201610,9260,583,paperclip,dingen mee ophangen,dingen ophangen,hanging things,use paperclip as hanging things,use paperclip as hanging things,2,4
CES201610,11318,713,paperclip,dingen aan ophangen,dingen ophangen,hanging things,use paperclip as hanging things,use paperclip as hanging things,2,4
CES201610,12741,788,paperclip,dingen ophangen,dingen ophangen,hanging things,use paperclip as hanging things,use paperclip as hanging things,2,4
CES201610,9592,608,paperclip,dingen oprapen,dingen oprapen,picking things up,use paperclip as picking things up,use paperclip as picking things up,3,3
CES201610,8261,499,paperclip,dingen resetten door de punt van de paperclip ergens in te steken,dingen resetten punt paperclip ergens steken,reset things point stick paperclip somewhere,use paperclip as reset things point stick paperclip somewhere,use paperclip to reset things point stick paperclip somewhere,3,5
CES201610,7787,521,paperclip,twee dingen spiezen,dingen spiezen,skewer things,use paperclip as skewer things,use paperclip as skewer things,2,4
CES201610,10585,649,paperclip,dingen spiezen,dingen spiesen,skewer things,use paperclip as skewer things,use paperclip as skewer things,2,4
CES201610,12099,742,paperclip,dingen aan vast maken,dingen vast,things fixed,use paperclip as things fixed,use paperclip as things fixed,1,4
CES201610,10568,668,paperclip,dingen mee vastmaken ,dingen vastmaken,fasten things,use paperclip as fasten things,use paperclip as fasten things,1,4
CES201610,10049,641,paperclip,dingen vastmaken aan elkaar,dingen vastmaken elkaar,things stick together,use paperclip as things stick together,use paperclip as things stick together,1,4
CES201610,8674,532,paperclip,dingetje om dingen mee weg te schrapen,dingetje dingen weg schrapen,thing things scraping away,use paperclip as thing things scraping away,use paperclip as thing things scraping away,3,4
CES201610,8535,560,paperclip,dingetjes lospeuteren,dingetjes lospeuteren,figure things out,use paperclip as figure things out,use paperclip as figure things out,3,4
CES201610,9273,587,paperclip,document,document,document,use paperclip as document,use paperclip as document,0,0
CES201610,8162,490,paperclip,documenten,documenten,documents,use paperclip as documents,use paperclip as documents,0,0
CES201610,12554,782,paperclip,documenten,documenten,documents,use paperclip as documents,use paperclip as documents,0,0
CES201610,7572,494,paperclip,doorboren van iets,doorboren,pierce,use paperclip as pierce,use paperclip as pierce,3,4
CES201610,9934,638,paperclip,Doorheen steken,doorheen steken,pass through,use paperclip as pass through,use paperclip as pass through,2,4
CES201610,7392,476,paperclip,iets doorprikken,doorprikken,puncture,use paperclip as puncture,use paperclip as puncture,2,4
CES201610,8758,544,paperclip,doorprikken,doorprikken,puncture,use paperclip as puncture,use paperclip as puncture,2,4
CES201610,11114,688,paperclip,doorslikken ,doorslikken,swallow,use paperclip as swallow,use paperclip as swallow,3,2
CES201610,10145,653,paperclip,doos,doos,box,use paperclip as box,use paperclip as box,0,0
CES201610,11652,721,paperclip,doosje,doosje,box,use paperclip as box,use paperclip as box,0,0
CES201610,8673,532,paperclip,dotting tool,dotting tool,dotting tool,use paperclip as dotting tool,use paperclip as dotting tool,4,5
CES201610,7714,512,paperclip,draad,draad,wire,use paperclip as wire,use paperclip as wire,2,3
CES201610,9422,596,paperclip,draad,draad,wire,use paperclip as wire,use paperclip as wire,2,3
CES201610,10140,653,paperclip,draad,draad,wire,use paperclip as wire,use paperclip as wire,2,3
CES201610,11428,722,paperclip,draad,draad,wire,use paperclip as wire,use paperclip as wire,2,3
CES201610,11628,734,paperclip,als draad om iets bji elkaar te houden,draad elkaar houden,wire hold together,use paperclip as wire hold together,use paperclip as wire hold together,2,4
CES201610,11825,727,paperclip,druk ,druk,Busy,use paperclip as Busy,use paperclip as Busy,0,0
CES201610,10438,619,paperclip,drukpin,druk pin,press pin,use paperclip as press pin,use paperclip to press pin,3,3
CES201610,10443,619,paperclip,20e eeuw,e eeuw,th century,use paperclip as th century,use paperclip as th century,0,0
CES201610,12058,746,paperclip,earring,earring,earring,use paperclip as earring,use paperclip as earring,3,4
CES201610,8241,496,paperclip,eenheid,eenheid,unit,use paperclip as unit,use paperclip as unit,3,1
CES201610,8951,556,paperclip,Als eetstokjes gebruiken,eetstokjes,chopsticks,use paperclip as chopsticks,use paperclip as chopsticks,4,3
CES201610,10735,661,paperclip,elastiekje,elastiekje,rubber band,use paperclip as rubber band,use paperclip as rubber band,3,2
CES201610,11304,710,paperclip,elastiekjes bij elkaar,elastiekjes elkaar,rubber bands together,use paperclip as rubber bands together,use paperclip as rubber bands together,1,5
CES201610,9721,623,paperclip,Je kan er electriciteit mee geleiden,elektriciteit geleiden,conduct electricity,use paperclip as conduct electricity,use paperclip as conduct electricity,3,4
CES201610,12214,773,paperclip,elektriciteit geleider,elektriciteit geleider,electricity conductor,use paperclip as electricity conductor,use paperclip as electricity conductor,3,4
CES201610,12781,791,paperclip,iets aan elkaar bevestigen,elkaar bevestigen,attach together,use paperclip as attach together,use paperclip as attach together,1,4
CES201610,12664,781,paperclip,uit elkaar draaien,elkaar draaien,twist apart,use paperclip as twist apart,use paperclip as twist apart,3,4
CES201610,8201,493,paperclip,bij elkaar gestoken tot een groote figuur,elkaar gestoken grote figuur,large figure put together,use paperclip as large figure put together,use paperclip as large figure put together,3,3
CES201610,9877,632,paperclip,uit elkaar halen,elkaar halen,hold together,use paperclip as hold together,use paperclip as hold together,3,4
CES201610,7394,476,paperclip,aan elkaar hangen als ketting,elkaar hangen ketting,hang together chain,use paperclip as hang together chain,use paperclip to hang together chain,3,4
CES201610,8240,496,paperclip,bij elkaar houden,elkaar houden,keep together,use paperclip as keep together,use paperclip as keep together,1,4
CES201610,7712,512,paperclip,bij elkaar houden,elkaar houden,keep together,use paperclip as keep together,use paperclip as keep together,1,4
CES201610,8763,544,paperclip,iets bij elkaar houden,elkaar houden,keep together,use paperclip as keep together,use paperclip as keep together,1,4
CES201610,9100,568,paperclip,bij elkaar houden,elkaar houden,keep together,use paperclip as keep together,use paperclip as keep together,1,4
CES201610,9363,593,paperclip,Iets bij elkaar houden,elkaar houden,keep together,use paperclip as keep together,use paperclip as keep together,1,4
CES201610,10336,662,paperclip,bij elkaar houden,elkaar houden,keep together,use paperclip as keep together,use paperclip as keep together,1,4
CES201610,11645,721,paperclip,iets bij elkaar houden,elkaar houden,keep together,use paperclip as keep together,use paperclip as keep together,1,4
CES201610,8094,545,paperclip,bij elkaar houden van papieren,elkaar houden papieren,holding papers together,use paperclip as holding papers together,use paperclip as holding papers together,1,5
CES201610,10546,646,paperclip,aan elkaar rijgen tot een lange ketting,elkaar rijgen lange ketting,string together long chain,use paperclip as string together long chain,use paperclip as string together long chain,3,4
CES201610,12675,781,paperclip,in elkaar slaan,elkaar slaan,hitting each other,use paperclip as hitting each other,use paperclip as hitting each other,2,1
CES201610,9695,617,paperclip,iets van maken door ze aan elkaar vast te doen,elkaar vast,fix together,use paperclip as fix together,use paperclip as fix together,1,4
CES201610,12087,767,paperclip,iets aan elkaar vast maken,elkaar vast,fix together,use paperclip as fix together,use paperclip as fix together,1,4
CES201610,12764,787,paperclip,aan elkaar vast maken,elkaar vast,fix together,use paperclip as fix together,use paperclip as fix together,1,4
CES201610,10135,653,paperclip,aan elkaar vastmaken,elkaar vastmaken,attach together,use paperclip as attach together,use paperclip as attach together,1,4
CES201610,8607,535,paperclip,uit elkaar vouwen en er rare vormpjes van maken,elkaar vouwen rare vormpjes,fold together into strange shapes,use paperclip as fold together into strange shapes,use paperclip as fold together into strange shapes,3,4
CES201610,12424,769,paperclip,elke zak dichtmaken,elke zak dichtmaken,seal each bag,use paperclip as seal each bag,use paperclip as seal each bag,2,5
CES201610,9270,587,paperclip,engels,Engels,English,use paperclip as English,use paperclip as English,0,0
CES201610,9094,565,paperclip,Enveloppe dichtmaken,enveloppe dichtmaken,seal envelope,use paperclip as seal envelope,use paperclip as seal envelope,2,5
CES201610,7874.2,530,paperclip, ergens doorheen prikken,ergens doorheen prikken,pierce through something,use paperclip as pierce through something,use paperclip as pierce through something,2,4
CES201610,11028,682,paperclip,ergens doorheen prikken,ergens doorheen prikken,pierce through something,use paperclip as pierce through something,use paperclip as pierce through something,2,4
CES201610,12450,772,paperclip,iets ergens mee eruit halen,ergens eruit halen,take it out somewhere,use paperclip as take it out somewhere,use paperclip as take it out somewhere,3,4
CES201610,8294,505,paperclip,ergens een gaatje in prikken,ergens gaatje prikken,poke hole somewhere,use paperclip as poke hole somewhere,use paperclip as poke hole somewhere,2,4
