response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
26476,CES201911,2129,brick,de baksteen verbrijzelen,baksteen verbrijzelen,ball,use brick as ball,use brick as ball,2,5
30099,CES201911,2295,brick,twee bakstenen als je hem door de midden doet,bakstenen midden doet,ball,use brick as ball,use brick as ball,2,4
23663,CES201911,1989,brick,bakt,bakt,get ball tree,use brick as get ball tree,use brick as get ball tree,3,2
23665,CES201911,1989,brick,bakten,bakten,throw ball,use brick as throw ball,use brick as throw ball,3,2
25969,CES201911,2104,brick,als bal gebruiken,bal,balancing line,use brick as balancing line,use brick as balancing line,4,2
27744,CES201911,2173,brick,bla,bal,balance,use brick as balance,use brick as balance,4,2
29823,CES201911,2284,brick,bal,bal,balance,use brick as balance,use brick as balance,4,2
31626,CES201911,2349,brick,bal,bal,balance,use brick as balance,use brick as balance,4,2
31484,CES201911,2345,brick,bal uit een boom halen,bal boom halen,balance,use brick as balance,use brick as balance,4,4
26624,CES201911,2132,brick,als bal om mee over te gooien,bal gooien,balancing brick,use brick as balancing brick,use brick as balancing brick,4,2
24835,CES201911,2061,brick,balanceerlijn,balanceerlijn,balancing head,use brick as balancing head,use brick as balancing head,4,4
23870,CES201911,2004,brick,om op te balanceren,balanceren,balance,use brick as balance,use brick as balance,3,4
25584,CES201911,2088,brick,om op te balanceren,balanceren,Bank,use brick as Bank,use brick as Bank,3,4
27248,CES201911,2156,brick,balanceren,balanceren,Bank,use brick as Bank,use brick as Bank,3,4
28149,CES201911,2196,brick,balanceren,balanceren,Bank,use brick as Bank,use brick as Bank,3,4
28150,CES201911,2196,brick,balanceren op de baksteen,balanceren baksteen,Bank,use brick as Bank,use brick as Bank,3,4
32446,CES201911,2374,brick,balanceren op hoofd,balanceren hoofd,Bank,use brick as Bank,use brick as Bank,3,4
29150,CES201911,2250,brick,balans maken,balans,bench,use brick as bench,use brick as bench,3,4
23826,CES201911,2002,brick,bankvan maken,bank,bench,use brick as bench,use brick as bench,2,4
28633,CES201911,2223,brick,bank,bank,barbecue,use brick as barbecue,use brick as barbecue,2,4
29794,CES201911,2281,brick,Een bank van maken,bank,barbecue,use brick as barbecue,use brick as barbecue,2,4
31502,CES201911,2346,brick,bank,bank,barbecue,use brick as barbecue,use brick as barbecue,2,4
31623,CES201911,2349,brick,bank,bank,barbecue,use brick as barbecue,use brick as barbecue,2,4
28527,CES201911,2219,brick,bankje,bankje,barbecue place fireproof,use brick as barbecue place fireproof,use brick as barbecue place fireproof,2,4
30985,CES201911,2325,brick,bankje,bankje,basket,use brick as basket,use brick as basket,2,4
26658,CES201911,2134,brick,bbq maken ,barbecue,basketball,use brick as basketball,use brick as basketball,2,5
27941,CES201911,2185,brick,BBQ mee maken,barbecue,bath toy,use brick as bath toy,use brick as bath toy,2,5
28635,CES201911,2223,brick,barbecue,barbecue,construction worker,use brick as construction worker,use brick as construction worker,2,5
29374,CES201911,2261,brick,bbq,barbecue,bed,use brick as bed,use brick as bed,2,5
27717,CES201911,2171,brick,barbeque plaats brandveilig maken,barbecue plaats brandveilig,bed,use brick as bed,use brick as bed,2,5
23645,CES201911,1989,brick,basket,basket,small animal bed,use brick as small animal bed,use brick as small animal bed,3,4
32286,CES201911,2370,brick,basketbal,basketbal,image,use brick as image,use brick as image,4,2
23561,CES201911,1952,brick,bath toy,bath toy,sculpt,use brick as sculpt,use brick as sculpt,4,3
25325,CES201911,2078,brick,bauarbeiter,bauarbeiter,sculpt,use brick as sculpt,use brick as sculpt,0,0
28663,CES201911,2224,brick,bed,bed,sculpt,use brick as sculpt,use brick as sculpt,2,4
30888,CES201911,2323,brick,bed,bed,sculpt,use brick as sculpt,use brick as sculpt,2,4
31338,CES201911,2339,brick,bedje voor een klein dier,bedje klein dier,sculpt,use brick as sculpt,use brick as sculpt,2,4
29378,CES201911,2261,brick,beeld,beeld,sculpt,use brick as sculpt,use brick as sculpt,2,3
23801,CES201911,2001,brick,beeldhouwen,beeldhouwen,sculpt,use brick as sculpt,use brick as sculpt,2,3
26474,CES201911,2129,brick,beeldhouden,beeldhouwen,sculpt,use brick as sculpt,use brick as sculpt,2,3
28839,CES201911,2236,brick,beeldhouden,beeldhouwen,sculpt,use brick as sculpt,use brick as sculpt,2,3
29563,CES201911,2271,brick,beeldhouwen,beeldhouwen,sculpture,use brick as sculpture,use brick as sculpture,2,3
29945,CES201911,2288,brick,beeldhouwen,beeldhouwen,figurine,use brick as figurine,use brick as figurine,2,3
30306,CES201911,2307,brick,om mee te beeldhouwen,beeldhouwen,make statue,use brick as make statue,use brick to make statue,2,3
31347,CES201911,2339,brick,beeldhouwen,beeldhouwen,leg,use brick as leg,use brick as leg,2,3
31813.5,CES201911,2356,brick, beeldhouwen,beeldhouwen,leg,use brick as leg,use brick as leg,2,3
31817,CES201911,2356,brick,beeldhouwen ,beeldhouwen,bury,use brick as bury,use brick as bury,2,3
28537,CES201911,2219,brick,beeldhouwwerk,beeldhouwwerk,wallpaper print,use brick as wallpaper print,use brick as wallpaper print,2,3
27710,CES201911,2171,brick,beeldje,beeldje,look at,use brick as look at,use brick as look at,2,3
24402,CES201911,2034,brick,beeldje uitmaken,beeldje uitmaken,basin river,use brick as basin river,use brick as basin river,2,3
23647,CES201911,1989,brick,been,been,protect,use brick as protect,use brick to protect,4,2
23652,CES201911,1989,brick,been,been,protection,use brick as protection,use brick as protection,4,2
23550,CES201911,1912,brick,begraven,begraven,paint,use brick as paint,use brick as paint,2,5
29746.5,CES201911,2278,brick, behangprint,behangprint,paint,use brick as paint,use brick as paint,3,2
24183,CES201911,2020,brick,bekijken,bekijken,paint,use brick as paint,use brick as paint,3,5
30402,CES201911,2305,brick,bekken in een rivier,bekken rivier,best beacon,use brick as best beacon,use brick as best beacon,2,4
30979,CES201911,2325,brick,beschermen,beschermen,pave,use brick as pave,use brick as pave,2,3
30203,CES201911,2299,brick,bescherming,bescherming,study,use brick as study,use brick as study,2,3
23800,CES201911,2001,brick,beschilderen,beschilderen,means of payment,use brick as means of payment,use brick as means of payment,3,4
28371,CES201911,2208,brick,beschilderen,beschilderen,throw better,use brick as throw better,use brick as throw better,3,4
29962,CES201911,2291,brick,beschilderen,beschilderen,freeze freezer,use brick as freeze freezer,use brick as freeze freezer,3,4
25320,CES201911,2078,brick,bestebaken,bestebaken,process,use brick as process,use brick as process,0,0
30717,CES201911,2317,brick,bestraten,bestraten,bite,use brick as bite,use brick as bite,1,5
28481,CES201911,2215,brick,bestuderen,bestuderen,bite,use brick as bite,use brick as bite,3,4
31665,CES201911,2350,brick,betaalmiddel,betaalmiddel,side table,use brick as side table,use brick as side table,4,3
30045,CES201911,2292,brick,iets beter kunnen gooien,beter gooien,flatten leaves,use brick as flatten leaves,use brick as flatten leaves,3,3
23810,CES201911,2001,brick,bevriezen in een vriezer,bevriezen vriezer,flower drying,use brick as flower drying,use brick as flower drying,3,3
24579,CES201911,2046,brick,bewerken,bewerken,flower pressing,use brick as flower pressing,use brick as flower pressing,2,4
24187,CES201911,2020,brick,bijten,bijten,Leave flowers to dry,use brick as Leave flowers to dry,use brick to Leave flowers to dry,4,3
24406,CES201911,2034,brick,op bijten,bijten,flowerpot,use brick as flowerpot,use brick as flowerpot,4,3
25615,CES201911,2087,brick,bijzettafel,bijzettafel,block,use brick as block,use brick as block,2,4
26479,CES201911,2129,brick,bladeren platdrukken,bladeren platdrukken,place block of flowers,use brick as place block of flowers,use brick as place block of flowers,3,4
25218,CES201911,2071,brick,om een bloem mee te drogen,bloem drogen,block where to put art,use brick as block where to put art,use brick as block where to put art,3,5
28401,CES201911,2209,brick,gebruiken om bloem drukken te maken,bloem drukken,block robbery,use brick as block robbery,use brick as block robbery,3,5
31235,CES201911,2330,brick,om bloemen onder te laten drogen,bloemen onder laten drogen,place book so that book does not blow away,use brick as place book so that book does not blow away,use brick as place book so that book does not blow away,3,5
29380,CES201911,2261,brick,bloempot,bloempot,book support,use brick as book support,use brick as book support,2,4
28180,CES201911,2198,brick,blok,blok,book stopper,use brick as book stopper,use brick as book stopper,1,5
28602,CES201911,2222,brick,als blok om bloemen op te zetten,blok bloemen zetten,book stopper,use brick as book stopper,use brick as book stopper,2,4
28601,CES201911,2222,brick,als blok waar je kunst op kunt zetten,blok waar kunst zetten,book stopper,use brick as book stopper,use brick as book stopper,3,4
28144,CES201911,2196,brick,blokkenroof,blokkenroof,book thing remains upright,use brick as book thing remains upright,use brick as book thing remains upright,3,4
28829,CES201911,2236,brick,op boek leggen zodat boek niet wegwaait,boek leggen zodat boek niet wegwaait,book weight,use brick as book weight,use brick as book weight,3,5
31330,CES201911,2339,brick,boeken steun,boeken steun,book holder,use brick as book holder,use brick as book holder,3,5
26620,CES201911,2132,brick,als boeken tegenhouder,boeken tegenhouder,book holder,use brick as book holder,use brick as book holder,3,5
29501,CES201911,2266,brick,boeken tegenhouder,boeken tegenhouder,bookmark,use brick as bookmark,use brick as bookmark,3,5
32378,CES201911,2373,brick,boeken tegenhouder,boeken tegenhouder,bookshelf,use brick as bookshelf,use brick as bookshelf,3,5
31413,CES201911,2342,brick,gebruiken als boekending dat het recht blijft staan,boekending recht blijft staan,bookshelf support,use brick as bookshelf support,use brick as bookshelf support,3,5
28425,CES201911,2212,brick,boekengewicht,boekengewicht,book stand,use brick as book stand,use brick as book stand,3,5
24557,CES201911,2046,brick,boekenhouder,boekenhouder,bookend,use brick as bookend,use brick as bookend,3,5
28254,CES201911,2201,brick,boekenhouder,boekenhouder,bookend,use brick as bookend,use brick as bookend,3,5
28426,CES201911,2212,brick,boekenlegger\,boekenlegger,bookend,use brick as bookend,use brick as bookend,3,5
28482,CES201911,2214,brick,boekenplank,boekenplank,bookend,use brick as bookend,use brick as bookend,3,5
28055.5,CES201911,2191,brick, boekenplanksteun,boekenplank steun,bookend,use brick as bookend,use brick as bookend,3,5
32061,CES201911,2360,brick,boekenstandaard,boekenstandaard,bookend,use brick as bookend,use brick as bookend,3,5
24381,CES201911,2035,brick,boekensteun,boekensteun,bookend,use brick as bookend,use brick as bookend,3,5
24649,CES201911,2049,brick,boekensteun,boekensteun,accountant,use brick as accountant,use brick as accountant,3,5
26841,CES201911,2140,brick,boekensteun,boekensteun,book holder,use brick as book holder,use brick as book holder,3,5
28393,CES201911,2209,brick,boekensteun,boekensteun,bookend,use brick as bookend,use brick as bookend,3,5
29775,CES201911,2280,brick,boekensteun,boekensteun,bookend,use brick as bookend,use brick as bookend,3,5
31050,CES201911,2328,brick,boekensteun,boekensteun,deliver message,use brick as deliver message,use brick as deliver message,3,5
31619,CES201911,2349,brick,boekensteun,boekensteun,strengthen tree,use brick as strengthen tree,use brick as strengthen tree,3,5
27958,CES201911,2186,brick,gebruiken als boekhouder,boekhouder,plate,use brick as plate,use brick as plate,3,5
29825,CES201911,2284,brick,boekhouder,boekhouder,plate,use brick as plate,use brick as plate,3,5
29558,CES201911,2271,brick,boeksteun,boeksteun,plate,use brick as plate,use brick as plate,3,5
32026,CES201911,2362,brick,boeksteun,boeksteun,plate,use brick as plate,use brick as plate,3,5
28875,CES201911,2240,brick,boodschap aan vast maken en overgeven,boodschap vast overgeven,plate of food,use brick as plate of food,use brick as plate of food,3,3
31340,CES201911,2339,brick,een boom mee versterken,boom versterken,construction part,use brick as construction part,use brick as construction part,3,4
24667,CES201911,2051,brick,bord,bord,building block,use brick as building block,use brick as building block,3,4
29776,CES201911,2280,brick,bord,bord,building construction,use brick as building construction,use brick as building construction,3,4
30373,CES201911,2310,brick,bord,bord,build,use brick as build,use brick as build,3,4
31661,CES201911,2350,brick,bord (om van te eten),bord,build,use brick as build,use brick as build,3,4
28123,CES201911,2194,brick,als bord om op te eten,bord eten,build,use brick as build,use brick as build,3,4
32376,CES201911,2373,brick,bouw onderdeel,bouw onderdeel,build,use brick as build,use brick as build,1,5
28437,CES201911,2213,brick,bouwblok,bouwblok,build,use brick as build,use brick as build,1,5
30734,CES201911,2318,brick,bouwconstructie,bouwconstructie,build,use brick as build,use brick as build,1,5
23544,CES201911,1912,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
23796,CES201911,2001,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24003,CES201911,2015,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24282,CES201911,2026,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24495,CES201911,2043,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24582,CES201911,2046,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24743,CES201911,2056,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24815,CES201911,2059,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24827,CES201911,2061,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
24897,CES201911,2065,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
25219,CES201911,2073,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
25581,CES201911,2088,brick,om mee te bouwen,bouwen,build,use brick as build,use brick as build,1,5
25857,CES201911,2101,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
25965,CES201911,2104,brick,mee bouwen,bouwen,build,use brick as build,use brick as build,1,5
26132,CES201911,2111,brick,Iets bouwen,bouwen,build,use brick as build,use brick as build,1,5
26466,CES201911,2129,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
26945,CES201911,2146,brick,om te bouwen,bouwen,build,use brick as build,use brick as build,1,5
27021,CES201911,2149,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
27241,CES201911,2156,brick,bouwen ,bouwen,build,use brick as build,use brick as build,1,5
27762,CES201911,2174,brick,BOUWEN,bouwen,build,use brick as build,use brick as build,1,5
27846,CES201911,2178,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
27951,CES201911,2186,brick,bouern,bouwen,build,use brick as build,use brick as build,1,5
27952,CES201911,2186,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
27994,CES201911,2187,brick,bouwen ,bouwen,build,use brick as build,use brick as build,1,5
28010,CES201911,2188,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28029,CES201911,2189,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28247,CES201911,2201,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28249,CES201911,2201,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28275,CES201911,2202,brick,iets bouwen,bouwen,build,use brick as build,use brick as build,1,5
28423,CES201911,2212,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28463,CES201911,2215,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28504,CES201911,2221,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28627,CES201911,2223,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28694,CES201911,2226,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28722,CES201911,2228,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28830,CES201911,2236,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
28895,CES201911,2243,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29144,CES201911,2250,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29274,CES201911,2258,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29443,CES201911,2263,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29488,CES201911,2267,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29557,CES201911,2271,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29781,CES201911,2281,brick,Bouwen,bouwen,build,use brick as build,use brick as build,1,5
29858.2,CES201911,2287,brick, bouwen,bouwen,build,use brick as build,use brick as build,1,5
29861,CES201911,2286,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29939,CES201911,2288,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
29967,CES201911,2289,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30021,CES201911,2293,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30039,CES201911,2292,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30060,CES201911,2294,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30195,CES201911,2299,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30290,CES201911,2303,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30619,CES201911,2316,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30709,CES201911,2317,brick,bouwen,bouwen,build,use brick as build,use brick as build,1,5
30965,CES201911,2327,brick,bouwen,bouwen,building in general,use brick as building in general,use brick as building in general,1,5
30969,CES201911,2325,brick,bouwen,bouwen,building in general,use brick as building in general,use brick as building in general,1,5
31095,CES201911,2332,brick,bouwen,bouwen,build all kinds of buildings,use brick as build all kinds of buildings,use brick as build all kinds of buildings,1,5
31613,CES201911,2349,brick,bouwen,bouwen,building material,use brick as building material,use brick as building material,1,5
32057,CES201911,2360,brick,bouwen,bouwen,building material,use brick as building material,use brick as building material,1,5
32327,CES201911,2371,brick,bouwen,bouwen,building material,use brick as building material,use brick as building material,1,5
27647,CES201911,2168,brick,bouwen in het algemeen,bouwen algemeen,building material,use brick as building material,use brick as building material,1,5
31825,CES201911,2356,brick,bouwen in het algemeen,bouwen algemeen,building material,use brick as building material,use brick as building material,1,5
26837,CES201911,2140,brick,bouwen van allerlei soorten gebouwen,bouwen allerlei soorten gebouwen,building material,use brick as building material,use brick as building material,1,5
26440,CES201911,2127,brick,bouwmateriaal,bouwmateriaal,construction site,use brick as construction site,use brick as construction site,1,5
28308,CES201911,2205,brick,Bouwmateriaal,bouwmateriaal,building block,use brick as building block,use brick as building block,1,5
28493,CES201911,2216,brick,bouwmateriaal,bouwmateriaal,building block,use brick as building block,use brick as building block,1,5
29331,CES201911,2259,brick,bouwmiddel,bouwmiddel,construction trades,use brick as construction trades,use brick as construction trades,1,5
30802,CES201911,2321,brick,bouwmiddel,bouwmiddel,break,use brick as break,use brick as break,1,5
30950,CES201911,2324,brick,bouwmiddel,bouwmiddel,break,use brick as break,use brick as break,1,5
29874,CES201911,2286,brick,bouwplaats,bouwplaats,break,use brick as break,use brick as break,0,0
27832,CES201911,2177,brick,bouwsteen,bouwsteen,break,use brick as break,use brick as break,1,5
28057,CES201911,2192,brick,bouwsteen,bouwsteen,break,use brick as break,use brick as break,1,5
29862,CES201911,2286,brick,bouwvakke,bouwvakken,break,use brick as break,use brick as break,1,5
24574,CES201911,2046,brick,breken,breken,break,use brick as break,use brick as break,1,4
28372,CES201911,2208,brick,breken,breken,break,use brick as break,use brick as break,1,4
28415,CES201911,2210,brick,breken,breken,break,use brick as break,use brick as break,1,4
28724,CES201911,2228,brick,breken,breken,break mosaic,use brick as break mosaic,use brick as break mosaic,1,4
29490,CES201911,2267,brick,het breken van iets,breken,brick,use brick as brick,use brick as brick,2,4
30029,CES201911,2293,brick,breken,breken,brick,use brick as brick,use brick as brick,1,4
30042,CES201911,2292,brick,breken,breken,crumble,use brick as crumble,use brick as crumble,1,4
30711,CES201911,2317,brick,breken,breken,breadboard,use brick as breadboard,use brick as breadboard,1,4
32147,CES201911,2365,brick,iets mee breken,breken,breadboard,use brick as breadboard,use brick as breadboard,1,4
31286,CES201911,2331,brick,breken en mozaiek maken,breken moza ek,bridge,use brick as bridge,use brick as bridge,3,4
25324,CES201911,2078,brick,brick ,brick,bridge,use brick as bridge,use brick as bridge,0,0
27177,CES201911,2154,brick,brick,brick,bridge,use brick as bridge,use brick as bridge,0,0
31150,CES201911,2333,brick,brokkelen ,brokkelen,build bridge,use brick as build bridge,use brick as build bridge,2,4
31591,CES201911,2348,brick,broodplanl,broodplank,build bridge,use brick as build bridge,use brick as build bridge,2,3
31592,CES201911,2348,brick,broodplank,broodplank,build bridge,use brick as build bridge,use brick as build bridge,2,3
28419,CES201911,2210,brick,een brug van maken,brug,throw bridge,use brick as throw bridge,use brick as throw bridge,1,5
28471,CES201911,2215,brick,brug maken,brug,try bridge,use brick as try bridge,use brick as try bridge,1,5
31496,CES201911,2346,brick,brug,brug,building bridges,use brick as building bridges,use brick as building bridges,1,5
28748,CES201911,2230,brick,brug bouwen,brug bouwen,builder,use brick as builder,use brick as builder,1,5
28874,CES201911,2240,brick,brug bouwen,brug bouwen,builder,use brick as builder,use brick as builder,1,5
31282,CES201911,2331,brick,brug bouwen,brug bouwen,building,use brick as building,use brick as building,1,5
27949,CES201911,2185,brick,Van een brug gooien,brug gooien,building,use brick as building,use brick as building,3,3
28153,CES201911,2196,brick,brug proberen te maken ermee,brug proberen,building,use brick as building,use brick as building,1,5
29205,CES201911,2255,brick,bruggen bouwen ,bruggen bouwen,building oven,use brick as building oven,use brick as building oven,1,5
25666,CES201911,2093,brick,builder,builder,desk,use brick as desk,use brick as desk,0,0
28280,CES201911,2204,brick,builder,builder,van stairs,use brick as van stairs,use brick as van stairs,0,0
26159,CES201911,2113,brick,building ,building,neighborhood,use brick as neighborhood,use brick as neighborhood,1,5
28286,CES201911,2204,brick,building,building,e.g,use brick as e.g,use brick as e.g,1,5
30518,CES201911,2313,brick,building,building,gift,use brick as gift,use brick as gift,1,5
