response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater01,utility_rater01
28615,CES201911,2195,paperclip,blaadjes bij elkaar,blaadjes elkaar,leaves together,use paperclip as leaves together,use paperclip as leaves together,1,5
31417,CES201911,2323,paperclip,blaadjes bij elkaar houden,blaadjes elkaar houden,leaves hold together,use paperclip as leaves hold together,use paperclip as leaves hold together,1,5
26992,CES201911,2134,paperclip,bladjes aan elkaar vast zetten ,blaadjes elkaar vast zetten,attach leaves together,use paperclip as attach leaves together,use paperclip as attach leaves together,1,5
30378,CES201911,2278,paperclip,blaadjes vastmaken,blaadjes vastmaken,attach leaves,use paperclip as attach leaves,use paperclip as attach leaves,1,5
30639,CES201911,2292,paperclip,blaar doorprikken,blaar doorprikken,puncture blister,use paperclip as puncture blister,use paperclip as puncture blister,3,4
25158,CES201911,2046,paperclip,black heads uitknijpen,blackheads uitknijpen,squeezing blackheads,use paperclip as squeezing blackheads,use paperclip as squeezing blackheads,4,4
27549,CES201911,2163,paperclip,bladen aan elkaar maken,bladen elkaar,leaves together,use paperclip as leaves together,use paperclip as leaves together,1,5
26941,CES201911,2130,paperclip,bladen van elkaar scheiden ,bladen elkaar scheiden,separate leaves,use paperclip as separate leaves,use paperclip as separate leaves,1,5
26940,CES201911,2130,paperclip,bladen mee aan elkaar vastbinden,bladen elkaar vastbinden,tying leaves together,use paperclip as tying leaves together,use paperclip as tying leaves together,1,5
28674,CES201911,2198,paperclip,bladerhouder,bladerhouder,leaf holder,use paperclip as leaf holder,use paperclip as leaf holder,1,5
25762,CES201911,2073,paperclip,bladwijzer,bladwijzer,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
30561,CES201911,2288,paperclip,als bladzije onthouder gebruiken,bladzijde onthouder,page memorizer,use paperclip as page memorizer,use paperclip as page memorizer,2,5
27226,CES201911,2146,paperclip,blaren prikker,blaren prikker,blister stick,use paperclip as blister stick,use paperclip as blister stick,3,4
31575,CES201911,2328,paperclip,bloem mee versteviging,bloem versteviging,flower reinforcement,use paperclip as flower reinforcement,use paperclip as flower reinforcement,4,4
29216,CES201911,2222,paperclip,om je bloes dicht te houden als hij steeds open schiet,bloes dicht houden steeds open schiet,keep blouse closed always popping open,use paperclip as keep blouse closed always popping open,use paperclip as keep blouse closed always popping open,3,5
29326,CES201911,2228,paperclip,je blouse mee vast zetten,blouse vast zetten,fasten blouse,use paperclip as fasten blouse,use paperclip as fasten blouse,3,5
28803,CES201911,2203,paperclip,boek,boek,book,use paperclip as book,use paperclip as book,0,0
24603,CES201911,2021,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
25417,CES201911,2059,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
28219,CES201911,2186,paperclip,als boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
28327,CES201911,2188,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
28658,CES201911,2197,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
29053,CES201911,2214,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
29108,CES201911,2221,paperclip,als boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
30289,CES201911,2276,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
30579,CES201911,2289,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
31205,CES201911,2318,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
31987,CES201911,2350,paperclip,boekenlegger,boekenlegger,bookmark,use paperclip as bookmark,use paperclip as bookmark,2,5
28964,CES201911,2209,paperclip,boekenlegger voor welke regel je bent,boekenlegger welke regel bent,bookmark which rule you are,use paperclip as bookmark which rule you are,use paperclip as bookmark which rule you are,2,5
29738,CES201911,2259,paperclip,boodschappen achterlaten door ergens in te krassen,boodschappen achterlaten ergens krassen,leaving messages scratched somewhere,use paperclip as leaving messages scratched somewhere,use paperclip as leaving messages scratched somewhere,4,4
32118,CES201911,2356,paperclip,een boom inkrassen,boom inkrassen,scratch tree,use paperclip as scratch tree,use paperclip as scratch tree,4,4
26809,CES201911,2127,paperclip,boor,boor,drill,use paperclip as drill,use paperclip as drill,4,2
32239,CES201911,2362,paperclip,boterhamzakje dichtmaken,boterhamzakje dichtmaken,close sandwich bag,use paperclip as close sandwich bag,use paperclip as close sandwich bag,2,4
29044,CES201911,2215,paperclip,bouwen,bouwen,build,use paperclip as build,use paperclip as build,3,2
30763,CES201911,2299,paperclip,bouwen,bouwen,build,use paperclip as build,use paperclip as build,3,2
28850,CES201911,2204,paperclip,box,box,box,use paperclip as box,use paperclip as box,0,0
27988,CES201911,2177,paperclip,brandmerker,brandmerker,brand,use paperclip as brand,use paperclip as brand,4,4
25529,CES201911,2067,paperclip,BREAK,break,break,use paperclip as break,use paperclip as break,0,0
25530,CES201911,2067,paperclip,BREAK,break,break,use paperclip as break,use paperclip as break,0,0
24556,CES201911,2020,paperclip,breken,breken,break,use paperclip as break,use paperclip as break,3,3
29052,CES201911,2215,paperclip,briefopener,briefopener,letter opener,use paperclip as letter opener,use paperclip as letter opener,3,4
31976,CES201911,2349,paperclip,broche,broche,brooch,use paperclip as brooch,use paperclip as brooch,4,3
32243,CES201911,2362,paperclip,broche maken,broche,brooch,use paperclip as brooch,use paperclip as brooch,4,3
24433,CES201911,2015,paperclip,broche bevestigen,broche bevestigen,attach brooch,use paperclip as attach brooch,use paperclip as attach brooch,3,4
25754,CES201911,2071,paperclip,om je broek bij elkaar te houden,broek elkaar houden,keep pants together,use paperclip as keep pants together,use paperclip as keep pants together,3,4
29324,CES201911,2228,paperclip,je broeken mee vast zetten,broeken vast zetten,fasten trousers,use paperclip as fasten trousers,use paperclip as fasten trousers,3,4
27984,CES201911,2177,paperclip,broekknoop,broekknoop,trouser button,use paperclip as trouser button,use paperclip as trouser button,3,4
32257,CES201911,2360,paperclip,je broekknoop vast maken,broekknoop vast,trouser button fastened,use paperclip as trouser button fastened,use paperclip as trouser button fastened,3,4
31833,CES201911,2339,paperclip,om je broodje bij elkaar te houden,broodje elkaar houden,hold sandwich together,use paperclip as hold sandwich together,use paperclip as hold sandwich together,3,3
31830,CES201911,2339,paperclip,om je broodzak dicht te maken,broodzak dicht,bread bag closed,use paperclip as bread bag closed,use paperclip as bread bag closed,3,5
30818,CES201911,2302,paperclip,broodzakbinder,broodzakbinder,bread bag tie,use paperclip as bread bag tie,use paperclip to bread bag tie,3,5
30507,CES201911,2286,paperclip,buigbaar,buigbaar,bendable,use paperclip as bendable,use paperclip as bendable,0,0
24545,CES201911,2020,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,4
31193,CES201911,2317,paperclip,buigen,buigen,bend,use paperclip as bend,use paperclip as bend,1,4
26370,CES201911,2103,paperclip,buigen en als ding waarmee je een telefoon vakje opent gerbuiken,buigen ding waarmee telefoon vakje opent,bending thing that opens phone box,use paperclip as bending thing that opens phone box,use paperclip as bending thing that opens phone box,3,4
26371,CES201911,2103,paperclip,buigen en gebruiken als haakje,buigen haakje,bend hook,use paperclip as bend hook,use paperclip as bend hook,3,4
27686,CES201911,2168,paperclip,om buigen en je iphone zn simhouder openen,buigen iphone z'n simhouder openen,bend to open iPhone's SIM holder,use paperclip as bend to open iPhone's SIM holder,use paperclip as bend to open iPhone's SIM holder,3,4
30391,CES201911,2278,paperclip,bureaudecoratie,bureaudecoratie,desk decoration,use paperclip as desk decoration,use paperclip as desk decoration,3,3
32255,CES201911,2360,paperclip,kado geven,cadeau geven,give present,use paperclip as give present,use paperclip as give present,3,3
28299,CES201911,2187,paperclip,categoriseren ,categoriseren,categorize,use paperclip as categorize,use paperclip as categorize,3,3
25157,CES201911,2046,paperclip,chain,chain,chain,use paperclip as chain,use paperclip as chain,2,5
26120,CES201911,2093,paperclip,chair,chair,chair,use paperclip as chair,use paperclip as chair,4,2
28860,CES201911,2204,paperclip,cheap,cheap,cheap,use paperclip as cheap,use paperclip as cheap,0,0
27218,CES201911,2146,paperclip,chip voor iphone simcard open te krijgen,chip iphone simcard open krijgen,How to open chip iPhone SIM card,use paperclip as How to open chip iPhone SIM card,use paperclip as How to open chip iPhone SIM card,3,4
32389,CES201911,2368,paperclip,chipszak dichtmaken,chipszak dichtmaken,close bag of chips,use paperclip as close bag of chips,use paperclip as close bag of chips,3,5
31953,CES201911,2348,paperclip,cijfer mee te vormen,cijfer vormen,form numbers,use paperclip as form numbers,use paperclip as form numbers,2,4
27692.2,CES201911,2168,paperclip, cirkel van maken en zo draden bij elkaar houden,cirkel draden elkaar houden,circle wires hold together,use paperclip as circle wires hold together,use paperclip as circle wires hold together,3,4
23697,CES201911,1989,paperclip,claperci[,claperci [,claperci [,use paperclip as claperci [,use paperclip as claperci [,0,0
23681,CES201911,1989,paperclip,clip,clip,clip,use paperclip as clip,use paperclip as clip,1,5
25834,CES201911,2078,paperclip,clip ,clip,clip,use paperclip as clip,use paperclip as clip,1,5
28673,CES201911,2198,paperclip,clip,clip,clip,use paperclip as clip,use paperclip as clip,1,5
30497,CES201911,2286,paperclip,clip,clip,clip,use paperclip as clip,use paperclip as clip,1,5
26549,CES201911,2113,paperclip,clip paers togethe,clip paers togethe,clip paers togethe,use paperclip as clip paers togethe,use paperclip as clip paers togethe,1,5
26966,CES201911,2132,paperclip,clipje voor in je haar,clipje haar,clip hair,use paperclip as clip hair,use paperclip as clip hair,2,5
24086,CES201911,2001,paperclip,clippy-cosplay,clippy-cosplay,clippy cosplay,use paperclip as clippy cosplay,use paperclip as clippy cosplay,3,2
23700,CES201911,1989,paperclip,clirp,clirp,clirp,use paperclip as clirp,use paperclip as clirp,0,0
28859,CES201911,2204,paperclip,colours,colours,colours,use paperclip as colours,use paperclip as colours,0,0
29055.2,CES201911,2214,paperclip, computer,computer,computer,use paperclip as computer,use paperclip as computer,4,1
32604,CES201911,2380,paperclip,conductor,conductor,conductor,use paperclip as conductor,use paperclip as conductor,3,4
27896,CES201911,2174,paperclip,als confettie gebruiken,confetti,confetti,use paperclip as confetti,use paperclip as confetti,4,3
27441,CES201911,2156,paperclip,contouren,contouren,contours,use paperclip as contours,use paperclip as contours,3,4
28855,CES201911,2204,paperclip,creative,creative,creative,use paperclip as creative,use paperclip as creative,0,0
31608,CES201911,2329,paperclip,in een cupcake prikken om te kijken of die al lang genoeg in de oven heeft gezeten,cupcake prikken kijken lang genoeg oven gezeten,cupcake prick look like they have been in oven long enough,use paperclip as cupcake prick look like they have been in oven long enough,use paperclip as cupcake prick look like they have been in oven long enough,3,4
31356,CES201911,2321,paperclip,dasspeld,dasspeld,tie clip,use paperclip as tie clip,use paperclip to tie clip,3,5
25479,CES201911,2065,paperclip,decoratie,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
29098,CES201911,2221,paperclip,decoratie,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
29909,CES201911,2263,paperclip,decoratie,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
30437,CES201911,2281,paperclip,als decoratie gebruiken ,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
31905,CES201911,2346,paperclip,decoratie,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
31990,CES201911,2350,paperclip,decoratie ,decoratie,decoration,use paperclip as decoration,use paperclip as decoration,3,3
29432,CES201911,2236,paperclip,decoratie mini beeldje van maken,decoratie mini beeldje,decoration mini figurine,use paperclip as decoration mini figurine,use paperclip as decoration mini figurine,3,4
30939,CES201911,2310,paperclip,decoratie in room door te verbuigen in figuur,decoratie room verbuigen figuur,decoration room bend figure,use paperclip as decoration room bend figure,use paperclip as decoration room bend figure,3,4
31567,CES201911,2328,paperclip,deur mee lock picken,deur lock picken,door lock picking,use paperclip as door lock picking,use paperclip as door lock picking,4,4
24994,CES201911,2034,paperclip,deur open maken,deur open,door open,use paperclip as door open,use paperclip as door open,4,4
25256,CES201911,2051,paperclip,om deur open te maken,deur open,door open,use paperclip as door open,use paperclip as door open,4,4
29208,CES201911,2222,paperclip,om de deur mee open te maken,deur open,door open,use paperclip as door open,use paperclip as door open,4,4
30570,CES201911,2291,paperclip,deur mee open maken ,deur open,door open,use paperclip as door open,use paperclip as door open,4,4
30638,CES201911,2292,paperclip,deur open maken,deur open,door open,use paperclip as door open,use paperclip as door open,4,4
30843,CES201911,2307,paperclip,om een deur mee open te maken,deur open,door open,use paperclip as door open,use paperclip as door open,4,4
31601,CES201911,2329,paperclip,deur mee open maken,deur open,door open,use paperclip as door open,use paperclip as door open,4,4
26291,CES201911,2101,paperclip,deur open krijgen,deur open krijgen,get door open,use paperclip as get door open,use paperclip as get door open,4,4
24850,CES201911,2026,paperclip,deur openen,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
27531,CES201911,2162,paperclip,deur openen,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
28018,CES201911,2178,paperclip,de deur mee openen,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
29227,CES201911,2224,paperclip,deur openen,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
29428,CES201911,2236,paperclip,een deur mee openen,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
29683,CES201911,2255,paperclip,deur mee openen ,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
30649,CES201911,2294,paperclip,deur openen,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
31893,CES201911,2345,paperclip,om een deur te openene,deur openen,open door,use paperclip as open door,use paperclip as open door,4,4
24966,CES201911,2035,paperclip,deur openenr,deur opener,door opener,use paperclip as door opener,use paperclip as door opener,4,4
27894,CES201911,2174,paperclip,deur openhouden,deur openhouden,keep door open,use paperclip as keep door open,use paperclip as keep door open,4,4
28354,CES201911,2189,paperclip,deur openmaken,deur openmaken,open door,use paperclip as open door,use paperclip as open door,4,4
28885,CES201911,2206,paperclip,deur openmaken ,deur openmaken,open door,use paperclip as open door,use paperclip as open door,4,4
30426,CES201911,2281,paperclip,Een deur openmaken,deur openmaken,open door,use paperclip as open door,use paperclip as open door,4,4
31419,CES201911,2323,paperclip,deur openmaken,deur openmaken,open door,use paperclip as open door,use paperclip as open door,4,4
32049,CES201911,2353,paperclip,deuren mee open maken,deuren open,doors open,use paperclip as doors open,use paperclip as doors open,4,4
29010,CES201911,2213,paperclip,iets om deuren mee te openen,deuren openen,open doors,use paperclip as open doors,use paperclip as open doors,4,4
31860,CES201911,2342,paperclip,deuren openen,deuren openen,open doors,use paperclip as open doors,use paperclip as open doors,4,4
29003,CES201911,2212,paperclip,deuren openmaken,deuren openmaken,open doors,use paperclip as open doors,use paperclip as open doors,4,4
28878,CES201911,2205,paperclip,Deuropener,deuropener,door opener,use paperclip as door opener,use paperclip as door opener,4,4
28619,CES201911,2195,paperclip,deurslot kraken,deurslot kraken,cracking door lock,use paperclip as cracking door lock,use paperclip as cracking door lock,4,4
31320,CES201911,2320,paperclip,deurslot open maken,deurslot open,door lock open,use paperclip as door lock open,use paperclip as door lock open,4,4
23590,CES201911,1964,paperclip,df,df,df,use paperclip as df,use paperclip as df,0,0
23680,CES201911,1988,paperclip,dgh,dgh,dgh,use paperclip as dgh,use paperclip as dgh,0,0
31545,CES201911,2325,paperclip,iets dichtmaken,dichtmaken,close,use paperclip as close,use paperclip as close,3,4
29636,CES201911,2250,paperclip,dichtmaken van verpakkingen,dichtmaken verpakkingen,sealing packages,use paperclip as sealing packages,use paperclip as sealing packages,3,4
28024,CES201911,2178,paperclip,dingen bekrassen,dingen bekrassen,scratch things,use paperclip as scratch things,use paperclip as scratch things,3,4
32364,CES201911,2367,paperclip,dingen bevestigen,dingen bevestigen,confirm things,use paperclip as confirm things,use paperclip as confirm things,3,4
29638,CES201911,2250,paperclip,dingen mee dichtbinden/bij elkaar houden,dingen dichtbinden elkaar houden,tying things together to keep them together,use paperclip as tying things together to keep them together,use paperclip as tying things together to keep them together,3,4
29213,CES201911,2222,paperclip,om dingen bij elkaar te binden ,dingen elkaar binden,tie things together,use paperclip as tie things together,use paperclip to tie things together,3,4
27139,CES201911,2138,paperclip,dingen bij elkaar te houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,3,4
28160,CES201911,2182,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,3,4
30646,CES201911,2294,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,3,4
31947,CES201911,2348,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,3,4
32499,CES201911,2374,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,use paperclip as things hold together,use paperclip as things hold together,3,4
