research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater01,utility_rater01
CES201606,2086.1,51,paperclip,twee dingen aan elkaar maken,dingen elkaar,things together,use paperclip as things together,use paperclip as things together,1,4
CES201606,1930,47,paperclip,draden bijelkaar houden,draden elkaar houden,wires hold together,use paperclip as wires hold together,use paperclip as wires hold together,2,5
CES201606,1186,27,paperclip,op op iets te drukken waar je vingers te dik voor zijn,drukken waar vingers dik,pressing where fingers thick,use paperclip as pressing where fingers thick,use paperclip as pressing where fingers thick,3,5
CES201606,1845,46,paperclip,eetgerij,eetgerei,eating utensils,use paperclip as eating utensils,use paperclip as eating utensils,3,3
CES201606,1324,30,paperclip,elastiek,elastiek,elastic,use paperclip as elastic,use paperclip as elastic,3,2
CES201606,1089,25,paperclip,elektriciteitsgeleider,elektriciteitsgeleider,electricity conductor,use paperclip as electricity conductor,use paperclip as electricity conductor,4,4
CES201606,1231,28,paperclip,om iemand te elektrocuteren om de paperclip in het stopcontact te doen,elektrocuteren paperclip stopcontact,electrocute paper clip socket,use paperclip as electrocute paper clip socket,use paperclip as electrocute paper clip socket,4,4
CES201606,2068,50,paperclip,uit elkaar halen tot een lange ijzerdraad en je tanden ermee stokeren,elkaar halen lange ijzerdraad tanden stoken,stick together long iron wire teeth,use paperclip as stick together long iron wire teeth,use paperclip as stick together long iron wire teeth,5,4
CES201606,1229,28,paperclip,iets aan elkar te hechten,elkaar hechten,attach together,use paperclip as attach together,use paperclip as attach together,2,4
CES201606,2065,50,paperclip,ze aan elkaar rijgen: ketting,elkaar rijgen ketting,string together necklace,use paperclip as string together necklace,use paperclip as string together necklace,2,4
CES201606,828,20,paperclip,uit elkaar trekken en je iphone simkaart ermee verwijderen,elkaar trekken iPhone simkaart verwijderen,pull together remove iPhone SIM card,use paperclip as pull together remove iPhone SIM card,use paperclip as pull together remove iPhone SIM card,3,5
CES201606,939,23,paperclip,aan elkaar vast gemaakt en dan een riem,elkaar vast gemaakt riem,belt fastened together,use paperclip as belt fastened together,use paperclip as belt fastened together,3,3
CES201606,832,20,paperclip,envelop afsluiten,envelop afsluiten,close envelope,use paperclip as close envelope,use paperclip as close envelope,2,5
CES201606,1726,44,paperclip,Ergens gaatjes in prikken,ergens gaatjes prikken,poke holes somewhere,use paperclip as poke holes somewhere,use paperclip as poke holes somewhere,2,4
CES201606,1514,38,paperclip,figuren van vouwen,figuren vouwen,folding figures,use paperclip as folding figures,use paperclip as folding figures,2,3
CES201606,962,22,paperclip,je kunt er een fotohouder van maken,fotohouder,photo holder,use paperclip as photo holder,use paperclip as photo holder,3,5
CES201606,318,14,paperclip,om een gaatje mee te maken,gaatje,hole,use paperclip as hole,use paperclip as hole,2,4
CES201606,1042,24,paperclip,gaatjes prikken,gaatjes prikken,poke holes,use paperclip as poke holes,use paperclip as poke holes,2,4
CES201606,1552,39,paperclip,gaatjes in iets prikken,gaatjes prikken,poke holes,use paperclip as poke holes,use paperclip as poke holes,2,4
CES201606,1322,30,paperclip,garen,garen,yarn,use paperclip as yarn,use paperclip as yarn,3,2
CES201606,1771,45,paperclip,geleider,geleider,conductor,use paperclip as conductor,use paperclip as conductor,3,4
CES201606,2066,50,paperclip,in een glazen bolletje en verhitten: gloeilamp,glazen bolletje verhitten gloeilamp,glass ball heating light bulb,use paperclip as glass ball heating light bulb,use paperclip as glass ball heating light bulb,5,4
CES201606,541,17,paperclip,gooien,gooien,throw,use paperclip as throw,use paperclip as throw,2,3
CES201606,716,19,paperclip,je kan ermee gooien,gooien,throw,use paperclip as throw,use paperclip as throw,2,3
CES201606,936,23,paperclip,gordijnophanger daar bovenin,gordijn ophangen bovenin,hang curtain at top,use paperclip as hang curtain at top,use paperclip to hang curtain at top,3,5
CES201606,186,12,paperclip,gordijnenclips,gordijnenclips,curtain clips,use paperclip as curtain clips,use paperclip as curtain clips,3,5
CES201606,322,14,paperclip,je gulp mee vastmaken als die kapot is!,gulp vastmaken kapot,fly fastening broken,use paperclip as fly fastening broken,use paperclip as fly fastening broken,3,5
CES201606,408,15,paperclip,haakje,haakje,hook,use paperclip as hook,use paperclip as hook,2,4
CES201606,1634,42,paperclip,Als haarclip gebruiken,haar clip,hair clip,use paperclip as hair clip,use paperclip as hair clip,2,4
CES201606,1766,45,paperclip,haarclip,haar clip,hair clip,use paperclip as hair clip,use paperclip as hair clip,2,4
CES201606,188,12,paperclip,haarklipje,haar clipje,hair clip,use paperclip as hair clip,use paperclip as hair clip,2,4
CES201606,313,14,paperclip,als haarclipje,haar clipje,hair clip,use paperclip as hair clip,use paperclip as hair clip,2,4
CES201606,187,12,paperclip,haarelastiekje,haar elastiekje,hair rubber band,use paperclip as hair rubber band,use paperclip as hair rubber band,3,4
CES201606,2087,51,paperclip,in je haar als een speltje,haar speldje,hair pin,use paperclip as hair pin,use paperclip as hair pin,2,4
CES201606,2027,49,paperclip,haarspelt,haarspeld,Bobby pin,use paperclip as Bobby pin,use paperclip as Bobby pin,2,4
CES201606,1275,29,paperclip,haarspeldje,haarspeldje,hairclip,use paperclip as hairclip,use paperclip as hairclip,2,4
CES201606,1461,37,paperclip,haarspeldje,haarspeldje,hairclip,use paperclip as hairclip,use paperclip as hairclip,2,4
CES201606,1550,39,paperclip,als haarspeldje,haarspeldje,hairclip,use paperclip as hairclip,use paperclip as hairclip,2,4
CES201606,1589,40,paperclip,haarspeldje,haarspeldje,hairclip,use paperclip as hairclip,use paperclip as hairclip,2,4
CES201606,1724,44,paperclip,Als haarspeldje,haarspeldje,hairclip,use paperclip as hairclip,use paperclip as hairclip,2,4
CES201606,1081.2,25,paperclip,dat handvat,handvat,handle,use paperclip as handle,use paperclip as handle,3,3
CES201606,1080.1,25,paperclip,om iets aan op te hangen,hangen,hang,use paperclip as hang,use paperclip to hang,2,4
CES201606,248,13,paperclip,als hangertje gebruiken,hangertje,pendant,use paperclip as pendant,use paperclip as pendant,2,4
CES201606,315,14,paperclip,als hangertje aan een ketting,hangertje ketting,pendant necklace,use paperclip as pendant necklace,use paperclip as pendant necklace,2,4
CES201606,718,19,paperclip,heel veel aan elkaar rijgen en dan als slinger gebruiken,heel elkaar rijgen slinger,whole stringing garland,use paperclip as whole stringing garland,use paperclip as whole stringing garland,2,4
CES201606,717,19,paperclip,je kan heel veel in een pot stoppen als versiering,heel pot stoppen versiering,very pot stopper decoration,use paperclip as very pot stopper decoration,use paperclip as very pot stopper decoration,3,3
CES201606,321,14,paperclip,of helemaal uit elkaar halen en dan maak je een ring,helemaal elkaar halen maak ring,completely put together to make ring,use paperclip as completely put together to make ring,use paperclip to completely put together to make ring,3,4
CES201606,1427,36,paperclip,horloges repareren,horloges repareren,repair watches,use paperclip as repair watches,use paperclip as repair watches,5,4
CES201606,480,16,paperclip,ijzerdraad,ijzerdraad,iron wire,use paperclip as iron wire,use paperclip as iron wire,2,4
CES201606,184,12,paperclip,ijzerdraadje,ijzerdraadje,iron wire,use paperclip as iron wire,use paperclip as iron wire,2,4
CES201606,410,15,paperclip,ijzerdraadje,ijzerdraadje,iron wire,use paperclip as iron wire,use paperclip as iron wire,2,4
CES201606,1588,40,paperclip,ijzerdraadje,ijzerdraadje,iron wire,use paperclip as iron wire,use paperclip as iron wire,2,4
CES201606,2069,50,paperclip,in inkt dopen en mee tekenen,inkt dopen tekenen,ink dipping drawing,use paperclip as ink dipping drawing,use paperclip as ink dipping drawing,3,4
CES201606,1928,47,paperclip,om iphone simkaart vak open te krijgen,iPhone simkaart vak open krijgen,Open iPhone SIM card compartment,use paperclip as Open iPhone SIM card compartment,use paperclip as Open iPhone SIM card compartment,3,5
CES201606,547,17,paperclip,jongleren,jongleren,juggling,use paperclip as juggling,use paperclip as juggling,3,3
CES201606,1139,26,paperclip,kaaszaksluiter,kaas zak sluiten,close cheese bag,use paperclip as close cheese bag,use paperclip as close cheese bag,2,5
CES201606,1141,26,paperclip,aan een kast bevestigen zodat je er dingen aan op kunt hangen (armbandjes e.d.),kast bevestigen zodat dingen hangen,Attach cupboard so things hang,use paperclip as Attach cupboard so things hang,use paperclip to Attach cupboard so things hang,2,4
CES201606,1593,40,paperclip,als kerfstokje bij het boetseren,kerfstokje boetseren,sculpting notch stick,use paperclip as sculpting notch stick,use paperclip as sculpting notch stick,4,4
CES201606,314,14,paperclip,ketting van maken (met meerdere paperclips),ketting,chain,use paperclip as chain,use paperclip as chain,2,4
CES201606,482,16,paperclip,ketting,ketting,chain,use paperclip as chain,use paperclip as chain,2,4
CES201606,1083,25,paperclip,ketting,ketting,chain,use paperclip as chain,use paperclip as chain,2,4
CES201606,1513,38,paperclip,ketting van maken,ketting,chain,use paperclip as chain,use paperclip as chain,2,4
CES201606,1772,45,paperclip,ketting,ketting,chain,use paperclip as chain,use paperclip as chain,2,4
CES201606,1982,48,paperclip,ketting maken,ketting,chain,use paperclip as chain,use paperclip as chain,2,4
CES201606,2083,51,paperclip,ketting maken,ketting,chain,use paperclip as chain,use paperclip as chain,2,4
CES201606,1551,39,paperclip,kijken of ergens elektriciteit op staat,kijken ergens elektriciteit staat,look there is electricity somewhere,use paperclip as look there is electricity somewhere,use paperclip as look there is electricity somewhere,3,4
CES201606,631,18,paperclip,kleding samen laten hangen \,kleding samen laten hangen,leaving clothes hanging together,use paperclip as leaving clothes hanging together,use paperclip as leaving clothes hanging together,2,4
CES201606,2089,51,paperclip,kleine gaatjes maken in papier,kleine gaatjes papier,small holes in paper,use paperclip as small holes in paper,use paperclip as small holes in paper,2,4
CES201606,1325,30,paperclip,klitteband,klittenband,Velcro,use paperclip as Velcro,use paperclip as Velcro,2,1
CES201606,1320,30,paperclip,knijper,knijper,squeeze,use paperclip as squeeze,use paperclip as squeeze,2,4
CES201606,407,15,paperclip,knoop,knoop,button,use paperclip as button,use paperclip as button,2,4
CES201606,938,23,paperclip,knoop,knoop,button,use paperclip as button,use paperclip as button,2,4
CES201606,2085.1,51,paperclip,koord,koord,cord,use paperclip as cord,use paperclip as cord,2,3
CES201606,1848,46,paperclip,koperdraad vervanger,koperdraad vervanger,copper wire substitute,use paperclip as copper wire substitute,use paperclip as copper wire substitute,4,4
CES201606,636,18,paperclip,krassen maken op voorwerpen,krassen voorwerpen,scratch objects,use paperclip as scratch objects,use paperclip as scratch objects,3,4
CES201606,1773,45,paperclip,kunst,kunst,art,use paperclip as art,use paperclip as art,3,3
CES201606,1981,48,paperclip,kunst maken,kunst,art,use paperclip as art,use paperclip as art,3,3
CES201606,411,15,paperclip,kunstvoorwerp,kunstvoorwerp,art object,use paperclip as art object,use paperclip as art object,3,3
CES201606,714,19,paperclip,om te laten zien hoe groot iets is vergeleken met een paperclip,laten zien groot vergeleken paperclip,show big compared paper clip,use paperclip as show big compared paper clip,use paperclip as show big compared paper clip,4,4
CES201606,713,19,paperclip,om te laten zien hoe licht iets kan zijn,laten zien licht,show light,use paperclip as show light,use paperclip as show light,4,4
CES201606,2085.2,51,paperclip,voor het licht,licht,light,use paperclip as light,use paperclip as light,4,2
CES201606,483,16,paperclip,lichtschakelaar touwtje vervanger,lichtschakelaar touwtje vervanger,light switch string replacement,use paperclip as light switch string replacement,use paperclip as light switch string replacement,4,4
CES201606,1187,27,paperclip,iets los peuteren,los peuteren,pick loose,use paperclip as pick loose,use paperclip as pick loose,3,4
CES201606,719,19,paperclip,als materiaal om op een speldje te doen,materiaal speldje,material pin,use paperclip as material pin,use paperclip as material pin,3,4
CES201606,720,19,paperclip,als materiaal om overtetrekken op papier met potlood,materiaal trekken papier potlood,material draw paper pencil,use paperclip as material draw paper pencil,use paperclip as material draw paper pencil,3,4
CES201606,1846,46,paperclip,medisch instrument,medisch instrument,medical instrument,use paperclip as medical instrument,use paperclip as medical instrument,3,3
CES201606,1188,27,paperclip,van meerdere paperclips een draad maken,meerdere paperclips draad,several paper clips wire,use paperclip as several paper clips wire,use paperclip as several paper clips wire,2,4
CES201606,409,15,paperclip,met meerdere paperclips kun je een ketting maken,meerdere paperclips kun ketting,multiple paper clips can be chain,use paperclip as multiple paper clips can be chain,use paperclip as multiple paper clips can be chain,2,4
CES201606,635.1,18,paperclip,mensen prikken,mensen prikken,poking people,use paperclip as poking people,use paperclip as poking people,1,5
CES201606,1765,45,paperclip,mobiel openmaker,mobiel openmaken,open mobile,use paperclip as open mobile,use paperclip as open mobile,2,5
CES201606,1592,40,paperclip,om je mobiele telefoon te resetten,mobiele telefoon resetten,reset mobile phone,use paperclip as reset mobile phone,use paperclip as reset mobile phone,2,5
CES201606,250,13,paperclip,als moord wapen,moord wapen,murder weapon,use paperclip as murder weapon,use paperclip as murder weapon,2,2
CES201606,1843,46,paperclip,moordwapen,moordwapen,murder weapon,use paperclip as murder weapon,use paperclip as murder weapon,2,2
CES201606,715,19,paperclip,als muntje voor een spel (dat je iets op kaartkeuze moet leggen),muntje spel,coin game,use paperclip as coin game,use paperclip as coin game,3,4
CES201606,1980,48,paperclip,nagels schoonmaken,nagels schoonmaken,cleaning nails,use paperclip as cleaning nails,use paperclip as cleaning nails,2,5
CES201606,1273,29,paperclip,nagels schoonmaker,nagels schoonmaker,nails cleaner,use paperclip as nails cleaner,use paperclip as nails cleaner,2,5
CES201606,1086,25,paperclip,neusring,neusring,nose ring,use paperclip as nose ring,use paperclip as nose ring,3,4
CES201606,1327,30,paperclip,nietjes,nietjes,staples,use paperclip as staples,use paperclip as staples,2,5
CES201606,960,22,paperclip,ombuigen tot armband,ombuigen armband,bend bracelet,use paperclip as bend bracelet,use paperclip as bend bracelet,3,4
CES201606,550,17,paperclip,onder water zetten,onder water zetten,flood,use paperclip as flood,use paperclip as flood,3,1
CES201606,1841,46,paperclip,oorkrabber,oor krabben,ear scratching,use paperclip as ear scratching,use paperclip as ear scratching,3,3
CES201606,2086.2,51,paperclip,bijv een broek als de knoop kapot is,oorbeeld broek knoop kapot,Example of broken trouser button,use paperclip as Example of broken trouser button,use paperclip as Example of broken trouser button,2,4
CES201606,316,14,paperclip,als oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,406,15,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,630,18,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,933,23,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,1085,25,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,1140,26,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,1189,27,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,1462,37,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,1517,38,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,1774,45,paperclip,oorbel,oorbel,earring,use paperclip as earring,use paperclip as earring,3,4
CES201606,1929,47,paperclip,om oorbellen aan te hangen,oorbellen hangen,hanging earrings,use paperclip as hanging earrings,use paperclip as hanging earrings,3,4
CES201606,549,17,paperclip,opgraven,opgraven,dig up,use paperclip as dig up,use paperclip as dig up,3,2
CES201606,543,17,paperclip,\toren maken,oren,ears,use paperclip as ears,use paperclip as ears,3,2
CES201606,1767,45,paperclip,origami,origami,origami,use paperclip as origami,use paperclip as origami,3,4
CES201606,1983,48,paperclip,papier aan alkaar,papier elkaar,paper together,use paperclip as paper together,use paperclip as paper together,1,5
CES201606,312,14,paperclip,papier bij elkaar houden,papier elkaar houden,hold paper together,use paperclip as hold paper together,use paperclip as hold paper together,1,5
CES201606,827,20,paperclip,papier mee bij elkaar houden,papier elkaar houden,hold paper together,use paperclip as hold paper together,use paperclip as hold paper together,1,5
CES201606,1549,39,paperclip,papier bij elkaar houden,papier elkaar houden,hold paper together,use paperclip as hold paper together,use paperclip as hold paper together,1,5
CES201606,1842,46,paperclip,papier ordener,papier ordner,paper folder,use paperclip as paper folder,use paperclip as paper folder,1,5
CES201606,629,18,paperclip,papieren bij elkaar houden,papieren elkaar houden,hold papers together,use paperclip as hold papers together,use paperclip as hold papers together,1,5
CES201606,712,19,paperclip,om papieren bij elkaar te houden,papieren elkaar houden,hold papers together,use paperclip as hold papers together,use paperclip as hold papers together,1,5
CES201606,1391,35,paperclip,papieren bij elkaar houden,papieren elkaar houden,hold papers together,use paperclip as hold papers together,use paperclip as hold papers together,1,5
CES201606,1087,25,paperclip,pen,pen,pen,use paperclip as pen,use paperclip as pen,2,3
CES201606,185,12,paperclip,perforator,perforator,hole puncher,use paperclip as hole puncher,use paperclip as hole puncher,2,3
CES201606,632,18,paperclip,piercing,piercing,piercing,use paperclip as piercing,use paperclip as piercing,2,4
CES201606,634,18,paperclip,als pinnetje voor het openen van je iphone,pinnetje openen iPhone,open pin iPhone,use paperclip as open pin iPhone,use paperclip as open pin iPhone,2,5
CES201606,1326,30,paperclip,plakband,plakband,adhesive tape,use paperclip as adhesive tape,use paperclip as adhesive tape,2,4
CES201606,1591,40,paperclip,poezenspeeltje,poezenspeeltje,cat toy,use paperclip as cat toy,use paperclip as cat toy,3,3
CES201606,2067,50,paperclip,popjes mee schieten,popjes schieten,shooting dolls,use paperclip as shooting dolls,use paperclip as shooting dolls,3,3
CES201606,940,23,paperclip,poppetje voor een spel,poppetje spel,stick figure game,use paperclip as stick figure game,use paperclip as stick figure game,3,3
CES201606,721,19,paperclip,als poppetje gebruiken met spelen,poppetje spelen,play puppet,use paperclip as play puppet,use paperclip as play puppet,3,3
CES201606,323,14,paperclip,voor om je postzegel verzameling,postzegel verzameling,stamp collection,use paperclip as stamp collection,use paperclip as stamp collection,2,5
CES201606,1328,30,paperclip,pressepapier,presse papier,paperweight,use paperclip as paperweight,use paperclip as paperweight,3,1
CES201606,1228,28,paperclip,iemand mee prikken,prikken,jabs,use paperclip as jabs,use paperclip as jabs,2,4
CES201606,2088,51,paperclip,je kunt ermee prikken,prikken,jabs,use paperclip as jabs,use paperclip as jabs,2,4
CES201606,477,16,paperclip,prikker,prikker,pricker,use paperclip as pricker,use paperclip as pricker,2,4
CES201606,1319,30,paperclip,prikker,prikker,pricker,use paperclip as pricker,use paperclip as pricker,2,4
CES201606,1851,46,paperclip,prothese,prothese,prosthesis,use paperclip as prosthesis,use paperclip as prosthesis,4,2
CES201606,1274,29,paperclip,resetter,resetten,reset,use paperclip as reset,use paperclip as reset,2,5
CES201606,1979,48,paperclip,resetten van apparatuur,resetten apparatuur,reset equipment,use paperclip as reset equipment,use paperclip as reset equipment,2,5
CES201606,961,22,paperclip,ring van maken,ring,ring,use paperclip as ring,use paperclip as ring,3,4
CES201606,1088,25,paperclip,ring,ring,ring,use paperclip as ring,use paperclip as ring,3,4
CES201606,1672,43,paperclip,ring,ring,ring,use paperclip as ring,use paperclip as ring,3,4
CES201606,1323,30,paperclip,ringetje,ringetje,ring,use paperclip as ring,use paperclip as ring,3,4
CES201606,1460,37,paperclip,ringetje,ringetje,ring,use paperclip as ring,use paperclip as ring,3,4
CES201606,475,16,paperclip,rits,rits,row,use paperclip as row,use paperclip as row,2,5
CES201606,937,23,paperclip,rits dingetje,rits dingetje,zipper thingy,use paperclip as zipper thingy,use paperclip as zipper thingy,2,5
CES201606,1430,36,paperclip,rok,rok,skirt,use paperclip as skirt,use paperclip as skirt,3,2
CES201606,1515,38,paperclip,als ruilmiddel gebruiken,ruilmiddel,medium of exchange,use paperclip as medium of exchange,use paperclip as medium of exchange,4,3
CES201606,1143,26,paperclip,schoenzolen mee schoonmaken,schoenzolen schoonmaken,cleaning shoe soles,use paperclip as cleaning shoe soles,use paperclip as cleaning shoe soles,3,4
CES201606,189,12,paperclip,schuifspelde,schuifspelden,bobby pins,use paperclip as bobby pins,use paperclip as bobby pins,3,4
CES201606,1844,46,paperclip,seksspeeltje,seksspeeltje,sex toy,use paperclip as sex toy,use paperclip as sex toy,3,3
CES201606,1725,44,paperclip,Simkaart uit iphone haken,simkaart iPhone haken,SIM card iPhone crochet,use paperclip as SIM card iPhone crochet,use paperclip as SIM card iPhone crochet,2,5
CES201606,1516,38,paperclip,je simkaart uit de iphone halen,simkaart iPhone halen,get iPhone SIM card,use paperclip as get iPhone SIM card,use paperclip as get iPhone SIM card,2,5
CES201606,1769,45,paperclip,sleutelbreker,sleutelbreker,key breaker,use paperclip as key breaker,use paperclip as key breaker,3,2
CES201606,1590,40,paperclip,sleutelhanger,sleutelhanger,keychain,use paperclip as keychain,use paperclip as keychain,2,4
CES201606,1984,48,paperclip,slingers ophangen,slingers ophangen,hang streamers,use paperclip as hang streamers,use paperclip to hang streamers,2,4
CES201606,247,13,paperclip,je kan een slot open maken,slot open,lock open,use paperclip as lock open,use paperclip as lock open,2,4
CES201606,1548,39,paperclip,slot open maken,slot open,lock open,use paperclip as lock open,use paperclip as lock open,2,4
CES201606,1270,29,paperclip,slot open peuteren,slot open peuteren,pick lock open,use paperclip as pick lock open,use paperclip as pick lock open,2,4
CES201606,1041,24,paperclip,slot openbreken,slot openbreken,break open lock,use paperclip as break open lock,use paperclip as break open lock,2,4
CES201606,633,18,paperclip,om een slot mee te openen,slot openen,open lock,use paperclip as open lock,use paperclip as open lock,2,4
CES201606,833,20,paperclip,slot mee openen,slot openen,open lock,use paperclip as open lock,use paperclip as open lock,2,4
CES201606,1426,36,paperclip,sloten openen,sloten openen,open locks,use paperclip as open locks,use paperclip as open locks,2,4
CES201606,1142,26,paperclip,sloten openmaken?,sloten openmaken,open locks,use paperclip as open locks,use paperclip as open locks,2,4
CES201606,1080.2,25,paperclip,soort spijker,soort spijker,kind of nail,use paperclip as kind of nail,use paperclip as kind of nail,3,4
CES201606,478,16,paperclip,speelgoed,speelgoed,toys,use paperclip as toys,use paperclip as toys,3,4
CES201606,829,20,paperclip,spelletje vergooien ermee doen,spelletje vergooien,throw away game,use paperclip as throw away game,use paperclip as throw away game,3,4
CES201606,1425,36,paperclip,Sterren maken,sterren,stars,use paperclip as stars,use paperclip as stars,3,4
CES201606,1428,36,paperclip,stopwatch aanzetten,stopwatch aanzetten,turn on stopwatch,use paperclip as turn on stopwatch,use paperclip as turn on stopwatch,3,4
CES201606,1854,46,paperclip,tandenborstel,tandenborstel,toothbrush,use paperclip as toothbrush,use paperclip as toothbrush,5,2
CES201606,317,14,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,405,15,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,479,16,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,1079,25,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,1272,29,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,1459,37,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,1768,45,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,1849,46,paperclip,tandenstoker,tandenstoker,toothpick,use paperclip as toothpick,use paperclip as toothpick,2,4
CES201606,1770,45,paperclip,tatoeer apparaat,tatoeëer apparaat,tattoo device,use paperclip as tattoo device,use paperclip as tattoo device,3,3
CES201606,2026,49,paperclip,telefoon openen,telefoon openen,open phone,use paperclip as open phone,use paperclip as open phone,2,5
CES201606,1321,30,paperclip,touw,touw,rope,use paperclip as rope,use paperclip as rope,3,3
CES201606,249,13,paperclip,touwtjes of elastiekjes aan elkaar vastmaken doormiddel van een paperclip,touwtjes elastiekjes elkaar vastmaken paperclip,"strings, rubber bands, attach together, paperclip","use paperclip as strings, rubber bands, attach together, paperclip","use paperclip as strings, rubber bands, attach together, paperclip",1,4
CES201606,1927,47,paperclip,tussenstuk voor armband of ketting,tussenstuk armband ketting,connector bracelet chain,use paperclip as connector bracelet chain,use paperclip as connector bracelet chain,2,4
CES201606,959,22,paperclip,uitrollen en er een slot mee open maken,uitrollen slot open,roll out lock open,use paperclip as roll out lock open,use paperclip as roll out lock open,2,4
CES201606,830,20,paperclip,het uitvinden,uitvinden,invent,use paperclip as invent,use paperclip as invent,4,1
CES201606,542,17,paperclip,vangen,vangen,catch,use paperclip as catch,use paperclip as catch,3,3
CES201606,1392,35,paperclip,iets vastzetten,vastzetten,fasten,use paperclip as fasten,use paperclip as fasten,2,4
CES201606,1394,35,paperclip,vastzetten van een knop,vastzetten knop,lock button,use paperclip as lock button,use paperclip as lock button,2,4
CES201606,1429,36,paperclip,verband vastzetten,verband vastzetten,secure bandage,use paperclip as secure bandage,use paperclip as secure bandage,2,4
CES201606,476,16,paperclip,verbindingsmateriaal,verbindingsmateriaal,Connecting material,use paperclip as Connecting material,use paperclip as Connecting material,2,4
CES201606,1393,35,paperclip,verbuigen van paperclip,verbuigen paperclip,bend paper clip,use paperclip as bend paper clip,use paperclip as bend paper clip,2,5
CES201606,637,18,paperclip,verbuigen tot een specifieke vorm naar keuze,verbuigen specifieke vorm keuze,inflect specific form choice,use paperclip as inflect specific form choice,use paperclip as inflect specific form choice,2,5
