research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
CES201606,420,15,towel,deurstopper,deurstopper,door stopper,use towel as door stopper,use towel as door stopper,2,4
CES201606,1192,27,towel,deurstop,deurstopper,door stopper,use towel as door stopper,use towel as door stopper,2,4
CES201606,2079,50,towel,doek om op te schilderen,doek schilderen,canvas painting,use towel as canvas painting,use towel as canvas painting,2,5
CES201606,327.2,14,towel, dan doet het pijn),doet pijn,hurt,use towel as hurt,use towel as hurt,2,4
CES201606,648,18,towel,als douche gordijn ,douche gordijn,shower curtain,use towel as shower curtain,use towel as shower curtain,2,4
CES201606,201,12,towel,douchegordijn,douchegordijn,shower curtain,use towel as shower curtain,use towel as shower curtain,2,4
CES201606,335,14,towel,als douchegordijn ,douchegordijn,shower curtain,use towel as shower curtain,use towel as shower curtain,2,4
CES201606,1472,37,towel,douchegordijn,douchegordijn,shower curtain,use towel as shower curtain,use towel as shower curtain,2,4
CES201606,1144,26,towel,dragen als jurk,dragen jurk,wear dress,use towel as wear dress,use towel as wear dress,3,4
CES201606,1232,28,towel,iets droog te maken,droog,dry,use towel as dry,use towel to dry,1,5
CES201606,641,18,towel,voor het droog maken van de vloer ,droog vloer,dry floor,use towel as dry floor,use towel to dry floor,1,5
CES201606,203,12,towel,dweil,dweil,mop,use towel as mop,use towel as mop,2,5
CES201606,484,16,towel,dweil,dweil,mop,use towel as mop,use towel as mop,2,5
CES201606,1046,24,towel,dweil,dweil,mop,use towel as mop,use towel as mop,2,5
CES201606,1281,29,towel,dweil,dweil,mop,use towel as mop,use towel as mop,2,5
CES201606,1601,40,towel,dweil,dweil,mop,use towel as mop,use towel as mop,2,5
CES201606,1990,48,towel,aan elkaar knopen voor bij brand te ontsnappen,elkaar knopen brand ontsnappen,knot together fire escape,use towel as knot together fire escape,use towel as knot together fire escape,4,5
CES201606,840,20,towel,aan elkaar knopen en uit de gevangenis ontsnappen,elkaar knopen gevangenis ontsnappen,knot together prison escape,use towel as knot together prison escape,use towel as knot together prison escape,4,5
CES201606,725,19,towel,ergens overheen leggen ,ergens overheen leggen,put over something,use towel as put over something,use towel as put over something,2,5
CES201606,839.1,20,towel,iets erop schrijven,erop schrijven,write on it,use towel as write on it,use towel as write on it,3,4
CES201606,1330,30,towel,fohn,föhn,hair dryer,use towel as hair dryer,use towel as hair dryer,3,3
CES201606,253,13,towel,een fort bouwen,fort bouwen,build fort,use towel as build fort,use towel as build fort,4,4
CES201606,1676,43,towel,gat in knippen en als shirt,gat knippen shirt,hole cut shirt,use towel as hole cut shirt,use towel as hole cut shirt,3,4
CES201606,1987,48,towel,geluidsdemping in kamer,geluidsdemping kamer,soundproofing room,use towel as soundproofing room,use towel as soundproofing room,2,5
CES201606,551,17,towel,gooien,gooien,throw,use towel as throw,use towel as throw,2,3
CES201606,196,12,towel,gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,412,15,towel,gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,642,18,towel,als gordijn ,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,948,23,towel,gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,1045,24,towel,gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,1594,40,towel,gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,1727,44,towel,Gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,1775,45,towel,gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,2100,51,towel,gordijn,gordijn,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,330,14,towel,als gordijntje,gordijntje,curtain,use towel as curtain,use towel as curtain,2,5
CES201606,733,19,towel,voor in je haar als een soort hoed,haar soort hoed,hair kind of hat,use towel as hair kind of hat,use towel as hair kind of hat,4,3
CES201606,493,16,towel,haarband,haarband,hair band,use towel as hair band,use towel as hair band,3,4
CES201606,649,18,towel,om een haarband van te maken ,haarband,hair band,use towel as hair band,use towel as hair band,3,4
CES201606,1469,37,towel,haarband,haarband,hair band,use towel as hair band,use towel as hair band,3,4
CES201606,260,13,towel,je kan veel handdoeken aan elkaar knopen en uit het raam klimmen,handdoeken elkaar knopen raam klimmen,towels knot together window climbing,use towel as towels knot together window climbing,use towel as towels knot together window climbing,4,5
CES201606,1684,43,towel,hangmat,hangmat,hammock,use towel as hammock,use towel as hammock,2,4
CES201606,1860,46,towel,hangmat,hangmat,hammock,use towel as hammock,use towel as hammock,2,4
CES201606,2076,50,towel,hangmat voor baby of klein dier,hangmat baby klein dier,hammock baby small animal,use towel as hammock baby small animal,use towel as hammock baby small animal,2,4
CES201606,1440,36,towel,hangmatje van maken,hangmatje,hammock,use towel as hammock,use towel as hammock,2,4
CES201606,837,20,towel,hangop mee maken,hangop,curd,use towel as curd,use towel as curd,3,5
CES201606,2081,50,towel,hangop in laten uitlekken,hangop laten uitlekken,let it drain while hanging,use towel as let it drain while hanging,use towel as let it drain while hanging,3,5
CES201606,729.2,19,towel, heen en weer slingeren,heen weer slingeren,swing back and forth,use towel as swing back and forth,use towel as swing back and forth,2,4
CES201606,957,23,towel,hoed,hoed,hat,use towel as hat,use towel as hat,4,3
CES201606,973,22,towel,over je hoofd tegen zon beschermen,hoofd tegen zon beschermen,protect head from sun,use towel as protect head from sun,use towel to protect head from sun,2,5
CES201606,422,15,towel,hoofdbescherming tegen de zon,hoofdbescherming tegen zon,head protection against sun,use towel as head protection against sun,use towel as head protection against sun,2,5
CES201606,1097,25,towel,hoofddoek,hoofddoek,headscarf,use towel as headscarf,use towel as headscarf,2,5
CES201606,1196,27,towel,hoofddoek,hoofddoek,headscarf,use towel as headscarf,use towel as headscarf,2,5
CES201606,1598,40,towel,hoofddoek,hoofddoek,headscarf,use towel as headscarf,use towel as headscarf,2,5
CES201606,1683,43,towel,hoofddoek,hoofddoek,headscarf,use towel as headscarf,use towel as headscarf,2,5
CES201606,1473,37,towel,hoofdkussen,hoofdkussen,pillow,use towel as pillow,use towel as pillow,3,4
CES201606,2080.1,50,towel,een hut mee bouwen voor je peuter,hut bouwen peuter,building hut toddler,use towel as building hut toddler,use towel as building hut toddler,3,5
CES201606,1145,26,towel,inzetten als vloerkleed,inzetten vloerkleed,insert carpet,use towel as insert carpet,use towel as insert carpet,2,5
CES201606,1096,25,towel,jas,jas,jacket,use towel as jacket,use towel as jacket,3,3
CES201606,1932,47,towel,als jas ,jas,jacket,use towel as jacket,use towel as jacket,3,3
CES201606,324,14,towel,jezelf afdrogen,jezelf afdrogen,dry yourself,use towel as dry yourself,use towel to dry yourself,1,5
CES201606,557,17,towel,jongleren,jongleren,juggling,use towel as juggling,use towel as juggling,3,3
CES201606,416,15,towel,als je hem op de juiste manier vouwt kun je er ook een zwaan van maken,juiste manier vouwt kun zwaan,right way to fold your swan,use towel as right way to fold your swan,use towel as right way to fold your swan,4,5
CES201606,190,12,towel,jurk,jurk,dress,use towel as dress,use towel as dress,3,4
CES201606,254,13,towel,een jurk mee maken,jurk,dress,use towel as dress,use towel as dress,3,4
CES201606,487,16,towel,jurk,jurk,dress,use towel as dress,use towel as dress,3,4
CES201606,646,18,towel,als jurk ,jurk,dress,use towel as dress,use towel as dress,3,4
CES201606,946,23,towel,jurk,jurk,dress,use towel as dress,use towel as dress,3,4
CES201606,1279,29,towel,jurk,jurk,dress,use towel as dress,use towel as dress,3,4
CES201606,1637,42,towel,als jurk gebruiken ,jurk,dress,use towel as dress,use towel as dress,3,4
CES201606,1521,38,towel,als jurk dragen,jurk dragen,wear dress,use towel as wear dress,use towel as wear dress,3,4
CES201606,843,20,towel,katten verjagen,katten verjagen,chase away cats,use towel as chase away cats,use towel as chase away cats,4,5
CES201606,1335,30,towel,keukenpapier,keukenpapier,paper towel,use towel as paper towel,use towel as paper towel,2,4
CES201606,1677,43,towel,kleding,kleding,clothing,use towel as clothing,use towel as clothing,3,4
CES201606,2099.1,51,towel,als kledingstuk,kledingstuk,garment,use towel as garment,use towel as garment,3,4
CES201606,947,23,towel,kleed,kleed,dress,use towel as dress,use towel as dress,2,5
CES201606,1931,47,towel,kleed,kleed,dress,use towel as dress,use towel as dress,2,5
CES201606,971,22,towel,kleed om op te zitten,kleed zitten,sitting rug,use towel as sitting rug,use towel as sitting rug,2,5
CES201606,492,16,towel,kleedhokje,kleedhokje,changing room,use towel as changing room,use towel as changing room,2,5
CES201606,194,12,towel,kleedje,kleedje,rug,use towel as rug,use towel as rug,2,5
CES201606,331,14,towel,als kleedje,kleedje,rug,use towel as rug,use towel as rug,2,5
CES201606,972,22,towel,als knapzak,knapzak,knapsack,use towel as knapsack,use towel as knapsack,3,5
CES201606,1441,36,towel,knapzak knooen,knapzak knopen,knapsack buttons,use towel as knapsack buttons,use towel as knapsack buttons,3,5
CES201606,1864,46,towel,knevel,knevel,gag,use towel as gag,use towel as gag,3,5
CES201606,731,19,towel,als knipmateriaal ,knipmateriaal,cutting material,use towel as cutting material,use towel as cutting material,3,3
CES201606,2078,50,towel,koelte mee toewuiven,koelte toewuiven,fan cool,use towel as fan cool,use towel as fan cool,3,4
CES201606,1336,30,towel,koffiezakjes,koffiezakje,coffee bag,use towel as coffee bag,use towel as coffee bag,4,2
CES201606,1147,26,towel,om kostbare breekbare spullen (vazen e.d. in te vervoeren),kostbare breekbare spullen,precious fragile items,use towel as precious fragile items,use towel as precious fragile items,2,4
CES201606,1776,45,towel,kunst,kunst,art,use towel as art,use towel as art,3,3
CES201606,1991,48,towel,kunstobject (veelkleurig wandtapijt),kunstobject,art object,use towel as art object,use towel as art object,3,3
CES201606,732,19,towel,om iets kunstzinnings mee te maken,kunstzinnigs,artistic,use towel as artistic,use towel as artistic,3,3
CES201606,414,15,towel,kussen,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,489,16,towel,kussen,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,950,23,towel,kussen,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,1051,24,towel,kussen,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,1193,27,towel,kussen,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,1636,42,towel,als kussen gebruiken ,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,1728,44,towel,Kussen,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,1933,47,towel,als kussen,kussen,pillow,use towel as pillow,use towel as pillow,2,4
CES201606,329,14,towel,als kussentje (als je 'm opvouwt),kussentje,cushion,use towel as cushion,use towel as cushion,2,4
CES201606,1332,30,towel,laken,laken,bed sheet,use towel as bed sheet,use towel as bed sheet,2,5
CES201606,1474,37,towel,laken,laken,bed sheet,use towel as bed sheet,use towel as bed sheet,2,5
CES201606,1682,43,towel,of een lang touw uberhaupt,lang touw überhaupt,long rope at all,use towel as long rope at all,use towel as long rope at all,3,3
CES201606,1397,35,towel,lege ruimtes opvullen,lege ruimtes opvullen,fill empty spaces,use towel as fill empty spaces,use towel as fill empty spaces,4,3
CES201606,1236,28,towel,om op te liggen,liggen,lie,use towel as lie,use towel as lie,1,5
CES201606,1554,39,towel,liggen,liggen,lie,use towel as lie,use towel as lie,1,5
CES201606,1638,42,towel,op liggen ,liggen,lie,use towel as lie,use towel as lie,1,5
CES201606,1278,29,towel,luier,luier,diaper,use towel as diaper,use towel as diaper,2,5
CES201606,1787,45,towel,luier,luier,diaper,use towel as diaper,use towel as diaper,2,5
CES201606,1339,30,towel,luiers,luiers,diapers,use towel as diapers,use towel as diapers,2,5
CES201606,1340,30,towel,maandverband,maandverband,sanitary pads,use towel as sanitary pads,use towel as sanitary pads,4,2
CES201606,336,14,towel,als mat waar je je schoenen aan afveegt,mat waar schoenen afveegt,mat where to wipe shoes,use towel as mat where to wipe shoes,use towel as mat where to wipe shoes,2,4
CES201606,1437,36,towel,Meenemen in de galaxy,meenemen galaxy,take galaxy,use towel as take galaxy,use towel as take galaxy,5,2
CES201606,1337,30,towel,meerdere washandjes,meerdere washandjes,several washcloths,use towel as several washcloths,use towel as several washcloths,2,4
CES201606,640,18,towel,om mensen te vcerstikken ,mensen verstikken,suffocate people,use towel as suffocate people,use towel as suffocate people,3,4
CES201606,1862,46,towel,moordwapen,moordwapen,murder weapon,use towel as murder weapon,use towel as murder weapon,2,4
CES201606,2032,49,towel,muggen verjagen,muggen verjagen,repel mosquitoes,use towel as repel mosquitoes,use towel as repel mosquitoes,3,4
CES201606,1681.2,43,towel, naaien en je hebt een springtouw,naaien hebt springtouw,sewing you have jump rope,use towel as sewing you have jump rope,use towel as sewing you have jump rope,4,5
CES201606,2075,50,towel,nat oprollen en iemand petsjes mee geven,nat oprollen petsjes geven,give wet roll-up pets,use towel as give wet roll-up pets,use towel as give wet roll-up pets,3,5
CES201606,2105,51,towel,nat maken om je schoon te maken,nat schoon,wet clean,use towel as wet clean,use towel as wet clean,2,5
CES201606,728,19,towel,om iemand mee nat te spatten,nat spatten,wet splashes,use towel as wet splashes,use towel as wet splashes,2,5
CES201606,2104.2,51,towel, nat maken ter verkoeling,nat ter verkoeling,wet for cooling,use towel as wet for cooling,use towel for wet for cooling,2,5
CES201606,2082,50,towel,natmaken en jezelf verkoelen,natmaken jezelf verkoelen,wet yourself cool yourself,use towel as wet yourself cool yourself,use towel as wet yourself cool yourself,2,5
CES201606,2104.1,51,towel,natte doek,natte doek,wet towel,use towel as wet towel,use towel as wet towel,2,5
CES201606,1520,38,towel,je neus in snuiten,neus snuiten,blowing nose,use towel as blowing nose,use towel as blowing nose,3,5
CES201606,1985,48,towel,onder slapen,onder slapen,sleeping under,use towel as sleeping under,use towel as sleeping under,2,5
CES201606,560,17,towel,onder water zetten,onder water zetten,flood,use towel as flood,use towel as flood,3,3
CES201606,952,23,towel,onderbroek,onderbroek,underpants,use towel as underpants,use towel as underpants,3,3
CES201606,1595,40,towel,onderzetter,onderzetter,coaster,use towel as coaster,use towel as coaster,3,4
CES201606,559,17,towel,opgraven,opgraven,dig up,use towel as dig up,use towel as dig up,2,2
CES201606,974,22,towel,oprollen en als kruk gebruiken,oprollen kruk,roll up stool,use towel as roll up stool,use towel as roll up stool,4,2
CES201606,553,17,towel,\toren maken,oren,ears,use towel as ears,use towel as ears,2,2
CES201606,1599,40,towel,pannenlap,pannenlap,pot holder,use towel as pot holder,use towel as pot holder,2,5
CES201606,958.1,23,towel,ipv paper,paper,paper,use towel as paper,use towel as paper,2,2
CES201606,1091,25,towel,parachute,parachute,parachute,use towel as parachute,use towel as parachute,4,2
CES201606,1093,25,towel,paraplu,paraplu,umbrella,use towel as umbrella,use towel as umbrella,3,2
CES201606,339,14,towel,als paraplu tegen de regen,paraplu tegen regen,umbrella against rain,use towel as umbrella against rain,use towel as umbrella against rain,3,2
CES201606,1558,39,towel,als parasol,parasol,Beach umbrella,use towel as Beach umbrella,use towel as Beach umbrella,3,4
CES201606,1935.1,47,towel,parasol,parasol,Beach umbrella,use towel as Beach umbrella,use towel as Beach umbrella,3,4
CES201606,340,14,towel,als parasol tegen de zon,parasol tegen zon,parasol against sun,use towel as parasol against sun,use towel as parasol against sun,3,4
CES201606,334,14,towel,je kunt er op picknicken,picknicken,have picnic,use towel as have picnic,use towel as have picnic,2,5
CES201606,1047,24,towel,picknickkleed,picknickkleed,picnic blanket,use towel as picnic blanket,use towel as picnic blanket,2,5
CES201606,199,12,towel,placemat,placemat,placemat,use towel as placemat,use towel as placemat,2,4
CES201606,417,15,towel,poetsdoek,poetsdoek,cleaning cloth,use towel as cleaning cloth,use towel as cleaning cloth,2,5
CES201606,1596,40,towel,poetsdoek,poetsdoek,cleaning cloth,use towel as cleaning cloth,use towel as cleaning cloth,2,5
CES201606,1988,48,towel,raam verduisteren,raam verduisteren,darken window,use towel as darken window,use towel as darken window,2,5
CES201606,953,23,towel,ramenlap,ramen lap,windows rag,use towel as windows rag,use towel as windows rag,2,5
CES201606,1681.1,43,towel,in reepjes knippen,reepjes knippen,cut strips,use towel as cut strips,use towel as cut strips,2,3
CES201606,1934.2,47,towel, regenjas,regenjas,raincoat,use towel as raincoat,use towel as raincoat,3,3
CES201606,191,12,towel,rok,rok,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,1099,25,towel,rok,rok,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,1197,27,towel,rok,rok,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,1471,37,towel,rok,rok,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,1779,45,towel,rok,rok,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,332,14,towel,als rok/jurk,rok jurk,skirt dress,use towel as skirt dress,use towel as skirt dress,2,4
CES201606,423,15,towel,rokje,rokje,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,645,18,towel,als rokje ,rokje,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,1050,24,towel,rokje,rokje,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,1675,43,towel,rokje,rokje,skirt,use towel as skirt,use towel as skirt,2,4
CES201606,2099.2,51,towel, rokje hoofddoek,rokje hoofddoek,skirt headscarf,use towel as skirt headscarf,use towel as skirt headscarf,2,4
CES201606,413,15,towel,schaduwmaker,schaduwmaker,shadow maker,use towel as shadow maker,use towel as shadow maker,2,5
CES201606,1233,28,towel,iets schoon te maken,schoon,beautiful,use towel as beautiful,use towel as beautiful,2,5
CES201606,1730,44,towel,schoonmaakdoek,schoonmaakdoek,cleaning cloth,use towel as cleaning cloth,use towel as cleaning cloth,2,5
CES201606,836,20,towel,schoonmaken,schoonmaken,clean,use towel as clean,use towel as clean,2,5
CES201606,1639,42,towel,schoonmaken,schoonmaken,clean,use towel as clean,use towel as clean,2,5
CES201606,1934.1,47,towel,schuilen tegen de regen,schuilen tegen regen,shelter from rain,use towel as shelter from rain,use towel as shelter from rain,2,4
CES201606,1146,26,towel,seksdoekje om je matras een beetje schoon te houden,seksdoekje matras beetje schoon houden,sex cloth keep mattress little clean,use towel as sex cloth keep mattress little clean,use towel as sex cloth keep mattress little clean,2,5
CES201606,1861,46,towel,seksspeeltje,seksspeeltje,sex toy,use towel as sex toy,use towel as sex toy,4,3
CES201606,193,12,towel,shirt,shirt,shirt,use towel as shirt,use towel as shirt,3,3
CES201606,647,18,towel,als shirtje ,shirtje,shirt,use towel as shirt,use towel as shirt,3,3
CES201606,486,16,towel,sjaal,sjaal,shawl,use towel as shawl,use towel as shawl,2,4
CES201606,844,20,towel,iemand slaa,slaan,beat,use towel as beat,use towel as beat,2,4
CES201606,1635,42,towel,Slaan,slaan,beat,use towel as beat,use towel as beat,2,4
CES201606,1277,29,towel,slabbetje,slabbetje,bib,use towel as bib,use towel as bib,2,5
CES201606,1439,36,towel,gebruiken als slagwapen,slagwapen,melee weapon,use towel as melee weapon,use towel as melee weapon,2,4
CES201606,734,19,towel,om een slinger te maken van handdoeken,slinger handdoeken,garland towels,use towel as garland towels,use towel as garland towels,3,4
CES201606,839.2,20,towel, als spandoek,spandoek,banner,use towel as banner,use towel as banner,2,5
CES201606,204,12,towel,spons,spons,sponge,use towel as sponge,use towel as sponge,3,4
CES201606,650,18,towel,als strand handdoek,strand handdoek,beach towel,use towel as beach towel,use towel as beach towel,1,5
CES201606,257,13,towel,of t shirt,t shirt,T-shirt,use towel as T-shirt,use towel as T-shirt,2,3
CES201606,1095,25,towel,t-shirt,t shirt,T-shirt,use towel as T-shirt,use towel as T-shirt,2,3
CES201606,2080.2,50,towel, aan de tafel hangen,tafel hangen,hang on table,use towel as hang on table,use towel to hang on table,2,4
CES201606,198,12,towel,tafelkleed,tafelkleed,tablecloth,use towel as tablecloth,use towel as tablecloth,2,5
CES201606,337,14,towel,als tafelkleed,tafelkleed,tablecloth,use towel as tablecloth,use towel as tablecloth,2,5
CES201606,1194,27,towel,tafelkleed,tafelkleed,tablecloth,use towel as tablecloth,use towel as tablecloth,2,5
CES201606,1476,37,towel,tafelkleed,tafelkleed,tablecloth,use towel as tablecloth,use towel as tablecloth,2,5
CES201606,1780,45,towel,tafelkleed,tafelkleed,tablecloth,use towel as tablecloth,use towel as tablecloth,2,5
CES201606,1519,38,towel,tafelkleedje,tafelkleedje,tablecloth,use towel as tablecloth,use towel as tablecloth,2,5
CES201606,1048,24,towel,tafellaken,tafellaken,tablecloth,use towel as tablecloth,use towel as tablecloth,2,5
CES201606,494,16,towel,tapijt,tapijt,carpet,use towel as carpet,use towel as carpet,2,4
CES201606,643,18,towel,als tapijt ,tapijt,carpet,use towel as carpet,use towel as carpet,2,4
CES201606,197,12,towel,tas,tas,bag,use towel as bag,use towel as bag,4,3
CES201606,1986,48,towel,tegen verbranden in de zon,tegen verbranden zon,against sunburn,use towel as against sunburn,use towel as against sunburn,2,5
CES201606,1935.2,47,towel, tegen de zon,tegen zon,against sun,use towel as against sun,use towel as against sun,2,5
CES201606,2077,50,towel,tegen de zon voor het raam hangen,tegen zon raam hangen,hang against sunny window,use towel as hang against sunny window,use towel to hang against sunny window,2,5
CES201606,421,15,towel,tegenhouden van de tocht onder de deur,tegenhouden tocht onder deur,stop drafts under door,use towel as stop drafts under door,use towel as stop drafts under door,4,5
CES201606,958.2,23,towel, dus tekendoek,tekendoek,drawing cloth,use towel as drawing cloth,use towel as drawing cloth,3,4
CES201606,735,19,towel,iets op tekenen ,tekenen,draw,use towel as draw,use towel as draw,3,4
CES201606,485,16,towel,tent,tent,tent,use towel as tent,use towel as tent,3,3
CES201606,1470,37,towel,tent,tent,tent,use towel as tent,use towel as tent,3,3
CES201606,1783,45,towel,tent,tent,tent,use towel as tent,use towel as tent,3,3
CES201606,1863,46,towel,tent,tent,tent,use towel as tent,use towel as tent,3,3
CES201606,252,13,towel,tentzeil ,tentzeil,tent canvas,use towel as tent canvas,use towel as tent canvas,3,3
CES201606,724,19,towel,ter bescherming van iets (pot),ter bescherming,for protection,use towel as for protection,use towel for for protection,2,5
CES201606,951,23,towel,theedoek,theedoek,dishcloth,use towel as dishcloth,use towel as dishcloth,1,5
